governorate,year,month,temp_2m_K_mean,temp_2m_K_max,temp_2m_K_std,image_count,precip_m_mean,precip_m_max,precip_m_std,dewpoint_2m_K_mean,dewpoint_2m_K_max,dewpoint_2m_K_std,solar_rad_Jm2_mean,solar_rad_Jm2_max,solar_rad_Jm2_std,wind_u_ms_mean,wind_u_ms_max,wind_u_ms_std,wind_v_ms_mean,wind_v_ms_max,wind_v_ms_std
Gafsa,2003,9,298.33342002076205,298.33342002076205,0,1,0.017138470189162848,0.017138470189162848,0,287.6404696764761,287.6404696764761,0,619677354.903717,619677354.903717,0,-1.0705443525291862,-1.0705443525291862,0,-0.776181678235086,-0.776181678235086,0
Gafsa,2003,10,295.866873169925,295.866873169925,0,1,0.014034253339985986,0.014034253339985986,0,284.87772502159953,284.87772502159953,0,474367997.75332344,474367997.75332344,0,0.5592922237151468,0.5592922237151468,0,0.2963890459578638,0.2963890459578638,0
Gafsa,2003,11,287.9615936154414,287.9615936154414,0,1,0.02183732311803961,0.02183732311803961,0,280.9970739646715,280.9970739646715,0,371692477.7604192,371692477.7604192,0,-0.30241644269057677,-0.30241644269057677,0,-0.4238620342453955,-0.4238620342453955,0
Gafsa,2003,12,281.7352337527795,281.7352337527795,0,1,0.0663546210051527,0.0663546210051527,0,277.42595173165085,277.42595173165085,0,315931524.79823494,315931524.79823494,0,1.1532399428447107,1.1532399428447107,0,-0.8427343049939451,-0.8427343049939451,0
Gafsa,2004,1,281.86407195353354,281.86407195353354,0,1,0.007180809654821122,0.007180809654821122,0,277.0575572108505,277.0575572108505,0,369166904.3328623,369166904.3328623,0,1.446416359865867,1.446416359865867,0,-0.6043272898571569,-0.6043272898571569,0
Gafsa,2004,2,285.097489220861,285.097489220861,0,1,0.0015170177556637035,0.0015170177556637035,0,275.64488602337923,275.64488602337923,0,466567229.4833328,466567229.4833328,0,1.0440016347467407,1.0440016347467407,0,0.31291360104799765,0.31291360104799765,0
Gafsa,2004,3,286.6202454501471,286.6202454501471,0,1,0.04146863717216693,0.04146863717216693,0,278.5062023202188,278.5062023202188,0,605129932.0551394,605129932.0551394,0,-0.9192600274331347,-0.9192600274331347,0,-0.7392931389895002,-0.7392931389895002,0
Gafsa,2004,4,289.910009558546,289.910009558546,0,1,0.027685463920500825,0.027685463920500825,0,280.25004453213376,280.25004453213376,0,721720409.966631,721720409.966631,0,-0.1182264365774158,-0.1182264365774158,0,-0.7733288133981003,-0.7733288133981003,0
Gafsa,2004,5,292.93338829358225,292.93338829358225,0,1,0.005747158265416935,0.005747158265416935,0,280.1595590929287,280.1595590929287,0,814848792.7766557,814848792.7766557,0,-1.7759731008801654,-1.7759731008801654,0,-0.6300267246635649,-0.6300267246635649,0
Gafsa,2004,6,298.94380764535896,298.94380764535896,0,1,0.007616410774841918,0.007616410774841918,0,282.54221548111155,282.54221548111155,0,818022242.8336034,818022242.8336034,0,-1.8094761911370862,-1.8094761911370862,0,-0.7954881632755543,-0.7954881632755543,0
Gafsa,2004,7,301.8640675367495,301.8640675367495,0,1,0.0015237591905832113,0.0015237591905832113,0,284.24117264901156,284.24117264901156,0,866699950.989417,866699950.989417,0,-1.5915612919799913,-1.5915612919799913,0,0.12191441988659184,0.12191441988659184,0
Gafsa,2004,8,302.9125323690657,302.9125323690657,0,1,0.009290979914234406,0.009290979914234406,0,287.20264165930763,287.20264165930763,0,761929757.8466684,761929757.8466684,0,-1.4872725803787372,-1.4872725803787372,0,0.09139355222388776,0.09139355222388776,0
Gafsa,2004,9,297.76428952836767,297.76428952836767,0,1,0.007139707154446263,0.007139707154446263,0,284.59230328622687,284.59230328622687,0,622469844.8519168,622469844.8519168,0,-0.7048096297237755,-0.7048096297237755,0,-0.4958415285852279,-0.4958415285852279,0
Gafsa,2004,10,296.3034221250242,296.3034221250242,0,1,0.0014868445851122121,0.0014868445851122121,0,282.8664523384336,282.8664523384336,0,515513410.0297817,515513410.0297817,0,0.08571929844021367,0.08571929844021367,0,0.3762713469113763,0.3762713469113763,0
Gafsa,2004,11,286.15771387429805,286.15771387429805,0,1,0.04417080027043726,0.04417080027043726,0,281.02568431743583,281.02568431743583,0,360580564.40428823,360580564.40428823,0,0.8916237863542007,0.8916237863542007,0,-0.6210965092913969,-0.6210965092913969,0
Gafsa,2004,12,283.0632308770279,283.0632308770279,0,1,0.016772675160261537,0.016772675160261537,0,277.93517898960675,277.93517898960675,0,301723697.4158364,301723697.4158364,0,0.6710038353696078,0.6710038353696078,0,-0.4301739199376686,-0.4301739199376686,0
Gafsa,2005,1,280.5182572709135,280.5182572709135,0,1,0.0008540796501846983,0.0008540796501846983,0,273.38355138571364,273.38355138571364,0,398253300.4377953,398253300.4377953,0,1.6276350798418313,1.6276350798418313,0,-1.0822458185316195,-1.0822458185316195,0
Gafsa,2005,2,281.02534833525203,281.02534833525203,0,1,0.019708751775012363,0.019708751775012363,0,272.96686714905394,272.96686714905394,0,428570908.5155642,428570908.5155642,0,0.7211075630224664,0.7211075630224664,0,-0.7959811183313881,-0.7959811183313881,0
Gafsa,2005,3,287.55502781912406,287.55502781912406,0,1,0.0072382334648243745,0.0072382334648243745,0,275.452844229273,275.452844229273,0,581465254.7324506,581465254.7324506,0,-0.829888568058671,-0.829888568058671,0,-0.7037437704857477,-0.7037437704857477,0
Gafsa,2005,4,291.1625839417748,291.1625839417748,0,1,0.006538629149741368,0.006538629149741368,0,276.91459719494816,276.91459719494816,0,708183620.1820815,708183620.1820815,0,-0.9492235582267271,-0.9492235582267271,0,-0.8724583920491962,-0.8724583920491962,0
Gafsa,2005,5,296.8216141280123,296.8216141280123,0,1,0.00035907744175098683,0.00035907744175098683,0,279.008651784391,279.008651784391,0,837635347.6526594,837635347.6526594,0,-1.3879962885614217,-1.3879962885614217,0,-0.14893851005198788,-0.14893851005198788,0
Gafsa,2005,6,299.87565447055766,299.87565447055766,0,1,0.008072985773957351,0.008072985773957351,0,283.11652493491465,283.11652493491465,0,793753831.7428387,793753831.7428387,0,-1.6747482908883384,-1.6747482908883384,0,-0.33942023344339767,-0.33942023344339767,0
Gafsa,2005,7,303.6140752614343,303.6140752614343,0,1,0.0017102432677178294,0.0017102432677178294,0,284.441883511359,284.441883511359,0,855075006.3281739,855075006.3281739,0,-2.088723838080874,-2.088723838080874,0,0.10994712715572752,0.10994712715572752,0
Gafsa,2005,8,302.2528183366885,302.2528183366885,0,1,0.0035390032347608186,0.0035390032347608186,0,285.75442739365405,285.75442739365405,0,762290330.0445378,762290330.0445378,0,-1.654557271768322,-1.654557271768322,0,-0.4283876317602128,-0.4283876317602128,0
Gafsa,2005,9,298.4972572548326,298.4972572548326,0,1,0.016006812864418112,0.016006812864418112,0,286.78515004946496,286.78515004946496,0,618659112.2331344,618659112.2331344,0,-1.712338939609277,-1.712338939609277,0,-0.400483509347128,-0.400483509347128,0
Gafsa,2005,10,293.61871953663103,293.61871953663103,0,1,0.019507813915695282,0.019507813915695282,0,286.76780075786127,286.76780075786127,0,492448379.10665786,492448379.10665786,0,-1.3094875324667739,-1.3094875324667739,0,-0.6168667844195367,-0.6168667844195367,0
Gafsa,2005,11,288.03973375659666,288.03973375659666,0,1,0.01714667156202708,0.01714667156202708,0,279.69913497308767,279.69913497308767,0,364225515.76372874,364225515.76372874,0,0.401057673034466,0.401057673034466,0,0.16003657143214833,0.16003657143214833,0
Gafsa,2005,12,281.05613222262497,281.05613222262497,0,1,0.03147993568344978,0.03147993568344978,0,277.26366833015163,277.26366833015163,0,294482370.5670654,294482370.5670654,0,1.164066982690336,1.164066982690336,0,-0.6299445495045062,-0.6299445495045062,0
Gafsa,2006,1,280.09346403824384,280.09346403824384,0,1,0.0356216578312945,0.0356216578312945,0,275.1991981294275,275.1991981294275,0,354362449.42783266,354362449.42783266,0,0.2572660894343675,0.2572660894343675,0,-0.9707356862110044,-0.9707356862110044,0
Gafsa,2006,2,282.3094995310719,282.3094995310719,0,1,0.026443784536035176,0.026443784536035176,0,276.4661193046624,276.4661193046624,0,417726078.584991,417726078.584991,0,1.113907309593874,1.113907309593874,0,-0.44416837875630516,-0.44416837875630516,0
Gafsa,2006,3,287.9681140492986,287.9681140492986,0,1,0.0010899899736485001,0.0010899899736485001,0,275.55480319482245,275.55480319482245,0,660170152.7997171,660170152.7997171,0,1.2294694151212648,1.2294694151212648,0,-0.27601390379366664,-0.27601390379366664,0
Gafsa,2006,4,293.1092489993821,293.1092489993821,0,1,0.009200218860106886,0.009200218860106886,0,277.9510742890983,277.9510742890983,0,728701847.0318174,728701847.0318174,0,-1.0449723735098242,-1.0449723735098242,0,-0.45080580821455307,-0.45080580821455307,0
Gafsa,2006,5,296.80544886353374,296.80544886353374,0,1,0.022710353267969597,0.022710353267969597,0,280.9888756112109,280.9888756112109,0,783808553.658175,783808553.658175,0,-1.9238390624740238,-1.9238390624740238,0,-0.4930789255343232,-0.4930789255343232,0
Gafsa,2006,6,299.81322392658984,299.81322392658984,0,1,0.0042506271929413746,0.0042506271929413746,0,280.1684287925058,280.1684287925058,0,841882809.1056571,841882809.1056571,0,-1.9640801391859963,-1.9640801391859963,0,-0.25596415414534085,-0.25596415414534085,0
Gafsa,2006,7,302.66209433270313,302.66209433270313,0,1,0.004446472671599507,0.004446472671599507,0,284.9545109450859,284.9545109450859,0,839790020.2424766,839790020.2424766,0,-1.6725825918161232,-1.6725825918161232,0,-0.21991664124117752,-0.21991664124117752,0
Gafsa,2006,8,302.10710477786705,302.10710477786705,0,1,0.011736171528046815,0.011736171528046815,0,287.12301843822235,287.12301843822235,0,771173762.2158642,771173762.2158642,0,-1.7104798214176362,-1.7104798214176362,0,-0.4527947647784155,-0.4527947647784155,0
Gafsa,2006,9,297.112838385375,297.112838385375,0,1,0.015929321070508477,0.015929321070508477,0,285.8316006631289,285.8316006631289,0,639595173.5446498,639595173.5446498,0,-0.8173486423072541,-0.8173486423072541,0,-0.3741815221136109,-0.3741815221136109,0
Gafsa,2006,10,294.86219811379937,294.86219811379937,0,1,0.012016767656112239,0.012016767656112239,0,282.8566006266612,282.8566006266612,0,527282249.21303254,527282249.21303254,0,0.4111010579473727,0.4111010579473727,0,-0.31211394564239586,-0.31211394564239586,0
Gafsa,2006,11,287.8547778635149,287.8547778635149,0,1,0.01706970867371568,0.01706970867371568,0,280.6968127143524,280.6968127143524,0,352497438.84739226,352497438.84739226,0,0.37124070517509944,0.37124070517509944,0,-0.562097448685918,-0.562097448685918,0
Gafsa,2006,12,283.38105557512483,283.38105557512483,0,1,0.01813553917365486,0.01813553917365486,0,279.2249755123857,279.2249755123857,0,311575127.5987453,311575127.5987453,0,-0.06731616436556474,-0.06731616436556474,0,-0.8181707753358619,-0.8181707753358619,0
Gafsa,2007,1,283.3391933299058,283.3391933299058,0,1,0.0024682040330075727,0.0024682040330075727,0,276.42565636707127,276.42565636707127,0,381132533.7667622,381132533.7667622,0,0.7486056460709805,0.7486056460709805,0,-0.47256210319509034,-0.47256210319509034,0
Gafsa,2007,2,285.15368935129635,285.15368935129635,0,1,0.010373559948708158,0.010373559948708158,0,276.2182598909762,276.2182598909762,0,432452195.6112242,432452195.6112242,0,1.1129664409163726,1.1129664409163726,0,-0.816284020752543,-0.816284020752543,0
Gafsa,2007,3,286.14484196151767,286.14484196151767,0,1,0.024967030673042085,0.024967030673042085,0,275.916030646548,275.916030646548,0,600261867.957734,600261867.957734,0,0.4486857887556022,0.4486857887556022,0,-1.037533833950648,-1.037533833950648,0
Gafsa,2007,4,289.46015288028497,289.46015288028497,0,1,0.06669513012361747,0.06669513012361747,0,281.5138684605636,281.5138684605636,0,659993982.7935468,659993982.7935468,0,-3.1911143790567813,-3.1911143790567813,0,-1.4687601097631022,-1.4687601097631022,0
Gafsa,2007,5,295.32173846231325,295.32173846231325,0,1,0.0033219915524173135,0.0033219915524173135,0,281.0739712771783,281.0739712771783,0,820128120.8129892,820128120.8129892,0,-0.7912467163177808,-0.7912467163177808,0,-0.7420651418364961,-0.7420651418364961,0
Gafsa,2007,6,300.9029770821924,300.9029770821924,0,1,0.01281583110732429,0.01281583110732429,0,282.0787503163654,282.0787503163654,0,835945280.0591543,835945280.0591543,0,-2.0738798218956553,-2.0738798218956553,0,-0.49797383790369887,-0.49797383790369887,0
Gafsa,2007,7,301.8042954898091,301.8042954898091,0,1,0.00012693424220421056,0.00012693424220421056,0,282.94046939077003,282.94046939077003,0,882330867.4608573,882330867.4608573,0,-1.6358704964935393,-1.6358704964935393,0,0.10891053877595912,0.10891053877595912,0
Gafsa,2007,8,302.97544304466516,302.97544304466516,0,1,0.0024184396988246133,0.0024184396988246133,0,285.51698694638617,285.51698694638617,0,772261653.0052052,772261653.0052052,0,-1.3551934706972883,-1.3551934706972883,0,0.21163843877832503,0.21163843877832503,0
Gafsa,2007,9,298.7844246260969,298.7844246260969,0,1,0.007913513856497597,0.007913513856497597,0,287.0032620639827,287.0032620639827,0,626531252.0960416,626531252.0960416,0,-1.4350691462904965,-1.4350691462904965,0,-0.29151263396096827,-0.29151263396096827,0
Gafsa,2007,10,293.76507877776953,293.76507877776953,0,1,0.006045894062840696,0.006045894062840696,0,283.1231511416825,283.1231511416825,0,503499768.03394634,503499768.03394634,0,-0.8105664622799807,-0.8105664622799807,0,-0.8155632998208934,-0.8155632998208934,0
Gafsa,2007,11,286.5510778005174,286.5510778005174,0,1,0.0022923989464108336,0.0022923989464108336,0,275.9097026374168,275.9097026374168,0,396335240.8168498,396335240.8168498,0,0.9979010597306915,0.9979010597306915,0,-0.4495927533846293,-0.4495927533846293,0
Gafsa,2007,12,282.55405787684697,282.55405787684697,0,1,0.02092562172716131,0.02092562172716131,0,275.18791580424806,275.18791580424806,0,322200828.67082644,322200828.67082644,0,0.40575708949041045,0.40575708949041045,0,-1.3070467862288784,-1.3070467862288784,0
Gafsa,2008,1,282.3760617402928,282.3760617402928,0,1,0.003366552977330069,0.003366552977330069,0,276.3233663597847,276.3233663597847,0,365002900.60229605,365002900.60229605,0,0.7537378835527123,0.7537378835527123,0,-0.7246366908162808,-0.7246366908162808,0
Gafsa,2008,2,284.05129633109186,284.05129633109186,0,1,0.0025021282947513034,0.0025021282947513034,0,274.4278708186188,274.4278708186188,0,454323039.9491193,454323039.9491193,0,-0.22068618178078503,-0.22068618178078503,0,-0.5675931693652483,-0.5675931693652483,0
Gafsa,2008,3,287.67868903771995,287.67868903771995,0,1,0.01167593129011854,0.01167593129011854,0,274.9080355240213,274.9080355240213,0,634400285.5577323,634400285.5577323,0,1.3377316684957492,1.3377316684957492,0,-0.16979805290918673,-0.16979805290918673,0
Gafsa,2008,4,292.3797080745701,292.3797080745701,0,1,0.010024771662423018,0.010024771662423018,0,275.73373352014283,275.73373352014283,0,763094328.489641,763094328.489641,0,0.19851917096643004,0.19851917096643004,0,-0.13537313348059887,-0.13537313348059887,0
Gafsa,2008,5,295.94142845579086,295.94142845579086,0,1,0.0017884321979259393,0.0017884321979259393,0,281.1120776378425,281.1120776378425,0,827364650.0106866,827364650.0106866,0,-1.9743099011624425,-1.9743099011624425,0,-0.30227686195985487,-0.30227686195985487,0
Gafsa,2008,6,298.6836353901468,298.6836353901468,0,1,0.008371584739128687,0.008371584739128687,0,283.40094233080646,283.40094233080646,0,845659000.8986176,845659000.8986176,0,-2.546254114635822,-2.546254114635822,0,-0.6174331155670606,-0.6174331155670606,0
Gafsa,2008,7,303.9649225129877,303.9649225129877,0,1,0.0012157342744654749,0.0012157342744654749,0,284.93183610921204,284.93183610921204,0,865071831.5921268,865071831.5921268,0,-1.2106305481620294,-1.2106305481620294,0,0.19636667007204248,0.19636667007204248,0
Gafsa,2008,8,302.5711889302327,302.5711889302327,0,1,0.0036442427306656736,0.0036442427306656736,0,286.76245350677766,286.76245350677766,0,784508909.8013033,784508909.8013033,0,-1.6018476324481246,-1.6018476324481246,0,0.20596402210281253,0.20596402210281253,0
Gafsa,2008,9,299.2762454195602,299.2762454195602,0,1,0.03235035047388776,0.03235035047388776,0,285.434554774114,285.434554774114,0,591353567.4733257,591353567.4733257,0,-0.6424872661958668,-0.6424872661958668,0,-0.5492224446066946,-0.5492224446066946,0
Gafsa,2008,10,292.892518223525,292.892518223525,0,1,0.028246615584928317,0.028246615584928317,0,286.6235617905859,286.6235617905859,0,443273117.30263,443273117.30263,0,-0.8933851974420025,-0.8933851974420025,0,-0.4512316515173979,-0.4512316515173979,0
Gafsa,2008,11,286.1361728204527,286.1361728204527,0,1,0.005666814105043162,0.005666814105043162,0,278.67978582990366,278.67978582990366,0,375156511.7129168,375156511.7129168,0,1.1285429303834327,1.1285429303834327,0,0.03432564762735473,0.03432564762735473,0
Gafsa,2008,12,281.30118831080773,281.30118831080773,0,1,0.011551873830599947,0.011551873830599947,0,276.2535264415707,276.2535264415707,0,327179049.4894689,327179049.4894689,0,1.323631873325618,1.323631873325618,0,-0.3461762275277587,-0.3461762275277587,0
Gafsa,2009,1,282.13487279435174,282.13487279435174,0,1,0.08769777492025962,0.08769777492025962,0,278.6820197002092,278.6820197002092,0,314550637.2917369,314550637.2917369,0,1.0217420069200287,1.0217420069200287,0,-0.40242179949741497,-0.40242179949741497,0
Gafsa,2009,2,282.05968140797853,282.05968140797853,0,1,0.0032370352177399824,0.0032370352177399824,0,274.51133713982017,274.51133713982017,0,444180026.40373665,444180026.40373665,0,1.9871977861569448,1.9871977861569448,0,-0.2819698668804033,-0.2819698668804033,0
Gafsa,2009,3,286.49258168439854,286.49258168439854,0,1,0.028556617566224185,0.028556617566224185,0,276.06255372501744,276.06255372501744,0,629799600.3626904,629799600.3626904,0,1.0526229396128668,1.0526229396128668,0,-0.29872711714046624,-0.29872711714046624,0
Gafsa,2009,4,288.45005910124223,288.45005910124223,0,1,0.03790704658691347,0.03790704658691347,0,279.006283420256,279.006283420256,0,722312432.2758456,722312432.2758456,0,0.5256784174080581,0.5256784174080581,0,-0.7708102746126184,-0.7708102746126184,0
Gafsa,2009,5,294.5038488387882,294.5038488387882,0,1,0.016474768080255397,0.016474768080255397,0,280.7921182509871,280.7921182509871,0,816892425.7629701,816892425.7629701,0,-1.8685047480704817,-1.8685047480704817,0,-1.0009413354914927,-1.0009413354914927,0
Gafsa,2009,6,300.1556862033327,300.1556862033327,0,1,0.0015284479745722409,0.0015284479745722409,0,282.40834395948417,282.40834395948417,0,838253994.3264507,838253994.3264507,0,-1.8069540987205874,-1.8069540987205874,0,-0.34997195401603143,-0.34997195401603143,0
Gafsa,2009,7,303.7660842038736,303.7660842038736,0,1,0.0015575749937966764,0.0015575749937966764,0,284.87951392809686,284.87951392809686,0,862537191.5783376,862537191.5783376,0,-1.4375407306087877,-1.4375407306087877,0,0.23972469827420295,0.23972469827420295,0
Gafsa,2009,8,302.97694090070775,302.97694090070775,0,1,0.006831759956885855,0.006831759956885855,0,285.9438255062528,285.9438255062528,0,765205741.0517423,765205741.0517423,0,-1.4074155778051907,-1.4074155778051907,0,-0.09194034538719034,-0.09194034538719034,0
Gafsa,2009,9,296.8006587118999,296.8006587118999,0,1,0.06919782979652528,0.06919782979652528,0,288.5929925999723,288.5929925999723,0,574626164.1575364,574626164.1575364,0,-1.1853986886149972,-1.1853986886149972,0,-0.7218928521112448,-0.7218928521112448,0
Gafsa,2009,10,291.7678335464595,291.7678335464595,0,1,0.013375721607638143,0.013375721607638143,0,283.63625591339604,283.63625591339604,0,511147527.5263574,511147527.5263574,0,0.45785418402636874,0.45785418402636874,0,-0.7922252856970284,-0.7922252856970284,0
Gafsa,2009,11,287.4087797197141,287.4087797197141,0,1,0.0006822267245682232,0.0006822267245682232,0,277.952798004044,277.952798004044,0,390490260.3066637,390490260.3066637,0,1.6585365047866443,1.6585365047866443,0,0.09546006307594951,0.09546006307594951,0
Gafsa,2009,12,284.29343739232377,284.29343739232377,0,1,0.004463369608723312,0.004463369608723312,0,276.69524859154353,276.69524859154353,0,335596287.05201846,335596287.05201846,0,2.3039927035859074,2.3039927035859074,0,0.35454720944479357,0.35454720944479357,0
Gafsa,2010,1,282.99544333703864,282.99544333703864,0,1,0.007269478595287791,0.007269478595287791,0,276.1748293191494,276.1748293191494,0,363599101.3068359,363599101.3068359,0,1.65973223539352,1.65973223539352,0,0.007622994288003318,0.007622994288003318,0
Gafsa,2010,2,285.5766696120037,285.5766696120037,0,1,0.007108845489964991,0.007108845489964991,0,274.7796863688413,274.7796863688413,0,435753372.6105003,435753372.6105003,0,1.9097856470734056,1.9097856470734056,0,0.2834814770426488,0.2834814770426488,0
Gafsa,2010,3,288.76530880858445,288.76530880858445,0,1,0.01562178171701859,0.01562178171701859,0,275.83203891317254,275.83203891317254,0,623442813.0804322,623442813.0804322,0,-0.044350721540243165,-0.044350721540243165,0,-0.19737257523103066,-0.19737257523103066,0
Gafsa,2010,4,291.7028230841373,291.7028230841373,0,1,0.01521884336070339,0.01521884336070339,0,281.2939446714827,281.2939446714827,0,699249708.0927991,699249708.0927991,0,-1.4733258288272588,-1.4733258288272588,0,-0.7497901100773587,-0.7497901100773587,0
Gafsa,2010,5,294.4494744771156,294.4494744771156,0,1,0.010485994355158982,0.010485994355158982,0,279.3775737185122,279.3775737185122,0,805574878.5416251,805574878.5416251,0,-0.8268434590164767,-0.8268434590164767,0,-0.5801114611286747,-0.5801114611286747,0
Gafsa,2010,6,299.76205549555607,299.76205549555607,0,1,0.003222090651918089,0.003222090651918089,0,283.69485056594624,283.69485056594624,0,823828232.6275293,823828232.6275293,0,-2.009526224766159,-2.009526224766159,0,-0.03783846844055436,-0.03783846844055436,0
Gafsa,2010,7,303.07535623882285,303.07535623882285,0,1,0.0026830758068694775,0.0026830758068694775,0,285.95599061292734,285.95599061292734,0,853316614.4546179,853316614.4546179,0,-1.5369360171218158,-1.5369360171218158,0,0.04786057463430494,0.04786057463430494,0
Gafsa,2010,8,302.9557258627766,302.9557258627766,0,1,0.000368106377501072,0.000368106377501072,0,286.99707773833615,286.99707773833615,0,771081167.1303391,771081167.1303391,0,-1.6403858246526348,-1.6403858246526348,0,0.24591135057797728,0.24591135057797728,0
Gafsa,2010,9,298.1041715309942,298.1041715309942,0,1,0.011867037956782633,0.011867037956782633,0,286.07768550001754,286.07768550001754,0,591839387.8512275,591839387.8512275,0,-0.43806409221671694,-0.43806409221671694,0,-0.4168601880021734,-0.4168601880021734,0
Gafsa,2010,10,292.7360562618796,292.7360562618796,0,1,0.024645078249420735,0.024645078249420735,0,282.56600682327144,282.56600682327144,0,501216199.09033436,501216199.09033436,0,0.9157106497352775,0.9157106497352775,0,-0.10825649220277489,-0.10825649220277489,0
Gafsa,2010,11,286.2481156081379,286.2481156081379,0,1,0.03453307564686042,0.03453307564686042,0,279.8290556508073,279.8290556508073,0,358080133.305526,358080133.305526,0,1.4320499818654457,1.4320499818654457,0,0.21524434765810516,0.21524434765810516,0
Gafsa,2010,12,283.2851380602754,283.2851380602754,0,1,0.013143248584552574,0.013143248584552574,0,274.96144400996235,274.96144400996235,0,332864988.8265022,332864988.8265022,0,2.038625056140955,2.038625056140955,0,0.20821386062888975,0.20821386062888975,0
Gafsa,2011,1,282.53282360710944,282.53282360710944,0,1,0.013657312591041602,0.013657312591041602,0,276.38097608553767,276.38097608553767,0,356007991.1553656,356007991.1553656,0,0.6670155894346498,0.6670155894346498,0,-0.49523256267457866,-0.49523256267457866,0
Gafsa,2011,2,282.5926814358324,282.5926814358324,0,1,0.0127191871842319,0.0127191871842319,0,275.06183605768354,275.06183605768354,0,421528331.78661776,421528331.78661776,0,1.2078546103485952,1.2078546103485952,0,-1.0985091616079092,-1.0985091616079092,0
Gafsa,2011,3,285.30800083657476,285.30800083657476,0,1,0.05597665060198931,0.05597665060198931,0,278.84605573099594,278.84605573099594,0,582354713.6353703,582354713.6353703,0,-0.8332489637611229,-0.8332489637611229,0,-0.7179466199720171,-0.7179466199720171,0
Gafsa,2011,4,291.7074807571137,291.7074807571137,0,1,0.010664339978279399,0.010664339978279399,0,279.3857106803239,279.3857106803239,0,740932990.2981144,740932990.2981144,0,-0.5024935066372829,-0.5024935066372829,0,-0.7289096477198991,-0.7289096477198991,0
Gafsa,2011,5,293.76784222117544,293.76784222117544,0,1,0.02867288464885314,0.02867288464885314,0,281.81317682862397,281.81317682862397,0,758978767.2836019,758978767.2836019,0,-1.2803847648901143,-1.2803847648901143,0,-0.896742122009854,-0.896742122009854,0
Gafsa,2011,6,298.7916604484396,298.7916604484396,0,1,0.005015843082192245,0.005015843082192245,0,283.8631391173271,283.8631391173271,0,830550345.2767072,830550345.2767072,0,-1.6425150323125808,-1.6425150323125808,0,-0.5563367387729027,-0.5563367387729027,0
Gafsa,2011,7,303.0531364028108,303.0531364028108,0,1,0.002856272955837028,0.002856272955837028,0,284.8622352973206,284.8622352973206,0,865340978.6784793,865340978.6784793,0,-1.9048178430149256,-1.9048178430149256,0,0.08175483977641712,0.08175483977641712,0
Gafsa,2011,8,302.1839657319484,302.1839657319484,0,1,0.005432540134998425,0.005432540134998425,0,285.5478502719226,285.5478502719226,0,795830035.3408252,795830035.3408252,0,-1.077428682814867,-1.077428682814867,0,0.07236177955349193,0.07236177955349193,0
Gafsa,2011,9,299.9500340754133,299.9500340754133,0,1,0.010348075886898176,0.010348075886898176,0,286.46375246134727,286.46375246134727,0,636436357.0830497,636436357.0830497,0,-1.3754139206975824,-1.3754139206975824,0,-0.3473413221136515,-0.3473413221136515,0
Gafsa,2011,10,291.8643532365057,291.8643532365057,0,1,0.023571241367304097,0.023571241367304097,0,284.42841108642034,284.42841108642034,0,481727733.95672685,481727733.95672685,0,-0.7473030684115448,-0.7473030684115448,0,-0.8997925313381887,-0.8997925313381887,0
Gafsa,2011,11,287.8828605437495,287.8828605437495,0,1,0.011532780963921815,0.011532780963921815,0,281.41115197425086,281.41115197425086,0,359236858.5616879,359236858.5616879,0,-0.4398816832130186,-0.4398816832130186,0,-0.5270599931543453,-0.5270599931543453,0
Gafsa,2011,12,283.44468128033674,283.44468128033674,0,1,0.0014217270469504045,0.0014217270469504045,0,276.6295196394999,276.6295196394999,0,327437838.69047546,327437838.69047546,0,1.1586444532305733,1.1586444532305733,0,-0.9414898522390155,-0.9414898522390155,0
Gafsa,2012,1,281.81695019965065,281.81695019965065,0,1,0.02040090253856954,0.02040090253856954,0,275.0047124001745,275.0047124001745,0,362461024.3830535,362461024.3830535,0,0.4872847918744283,0.4872847918744283,0,-1.3755316190229872,-1.3755316190229872,0
Gafsa,2012,2,280.0505015911316,280.0505015911316,0,1,0.01688007002970056,0.01688007002970056,0,273.3496369811508,273.3496369811508,0,453850010.1747045,453850010.1747045,0,1.06364381802058,1.06364381802058,0,-0.934920973482864,-0.934920973482864,0
Gafsa,2012,3,286.32869188578746,286.32869188578746,0,1,0.027246068128797537,0.027246068128797537,0,277.6312510532286,277.6312510532286,0,594353692.3510963,594353692.3510963,0,-1.00248060812397,-1.00248060812397,0,-1.0810255042257728,-1.0810255042257728,0
Gafsa,2012,4,290.91813029540276,290.91813029540276,0,1,0.02246651332660551,0.02246651332660551,0,278.66905493337987,278.66905493337987,0,733741655.7771729,733741655.7771729,0,-0.32037738034546226,-0.32037738034546226,0,-0.29988682932278216,-0.29988682932278216,0
Gafsa,2012,5,295.54346247407886,295.54346247407886,0,1,0.0026947999072408652,0.0026947999072408652,0,279.99458494211297,279.99458494211297,0,832306525.2110035,832306525.2110035,0,-1.6999473682701278,-1.6999473682701278,0,-0.7101673297212681,-0.7101673297212681,0
Gafsa,2012,6,302.0076984353866,302.0076984353866,0,1,0.0016055674597891308,0.0016055674597891308,0,283.03994866094854,283.03994866094854,0,847611512.6913717,847611512.6913717,0,-1.9291206205702713,-1.9291206205702713,0,-0.27786895566356656,-0.27786895566356656,0
