governorate,year,month,ETa_mean,ETa_max,ETa_std,PET_mean,PET_max,PET_std,image_count
Tozeur,2023,5,5.177290076335881,6.7246819338422394,1.1532221739803816,57.87576335877863,61.155979643765846,2.2572306171284993,4
Tozeur,2023,6,3.3045801526717575,6.1396946564885555,2.0655617490034457,66.57760814249362,72.68371501272262,6.368370579568292,4
Tozeur,2023,7,0.2835877862595421,0.49770992366412203,0.16549033019719936,75.26577608142503,78.61552162849874,2.522321749904076,4
Tozeur,2023,8,3.33027989821883,4.516539440203559,0.870714960226832,64.05496183206103,69.09033078880402,5.488359994191505,4
Tozeur,2023,9,4.313931297709926,6.097709923664124,1.5109923692041811,53.90661577608142,60.549618320610726,5.024065734894678,4
Tozeur,2023,10,4.158439355385921,5.616539440203558,1.2912378514289187,46.05479219677696,50.00585241730277,3.5433425772151654,3
Tozeur,2023,11,4.555343511450383,5.572264631043253,0.8249061934313882,30.36634860050892,36.7374045801527,4.505809227031634,4
Tozeur,2023,12,5.008905852417305,5.961832061068696,0.8841747129975344,18.341539440203558,21.867175572519077,4.066871490409673,4
Tozeur,2024,1,4.568002544529263,5.27633587786259,0.5423997068137677,25.784541984732826,28.827735368956752,2.4588417998177587,4
Tozeur,2024,2,4.607251908396944,5.57709923664123,0.7192631746862147,31.691412213740463,34.14809160305343,1.8945248992738966,4
Tozeur,2024,3,4.351717557251907,5.54376590330789,0.8884929701745603,49.23002544529262,53.41755725190839,2.9561776138259153,4
Tozeur,2024,4,5.5432569974554715,6.904071246819339,1.0696989883378987,50.789631043256996,57.38651399491094,4.171488199724044,4
Tozeur,2024,5,3.8555555555555574,4.913994910941472,0.8189301059991286,65.10118744698893,67.55139949109417,2.1343191398475696,3
Tozeur,2024,6,1.812150127226463,3.7692111959287553,1.2116212777563218,67.84452926208643,71.74834605597958,2.610879238856615,4
Tozeur,2024,7,0.8305979643765914,1.6745547073791363,0.6526077466341312,72.43142493638669,76.1216284987278,2.8482968623970195,4
Tozeur,2024,8,2.0608778625954205,3.616284987277351,0.9828262357405392,67.17983460559799,70.06768447837148,2.0355313052069266,4
Tozeur,2024,9,5.177544529262088,7.072264631043261,1.55649239435257,51.881743002544525,60.962340966921104,5.426922659993122,4
Tozeur,2024,10,5.43893129770993,6.80508905852417,1.0971481546729143,36.09510178117051,45.173282442748096,5.814706998899601,4
Tozeur,2024,11,4.6899067005937205,5.631043256997458,0.803088742897431,30.058184902459722,33.663613231552155,3.4549166669836886,3
Tozeur,2024,12,4.665139949109413,5.3005089058524195,0.49517231185689714,20.953180661577612,24.59287531806615,4.028191195086116,4
