governorate,year,month,ETa_mean,ETa_max,ETa_std,PET_mean,PET_max,PET_std,image_count
Gafsa,2024,1,4.407975516910991,5.011824460543897,0.5940218941423806,25.977251212881818,29.057351039891778,2.5252055818118597,4
Gafsa,2024,2,4.183388828913185,5.271736361310905,0.8208000800674567,29.904263361211132,32.062822036947935,2.186191534229328,4
Gafsa,2024,3,2.339349574461629,2.8300669848991094,0.417666669474728,45.82386411820556,51.219666159402614,3.737068779160963,4
Gafsa,2024,4,3.5882279784434497,4.240375115435134,0.5196067703551828,46.20493043542362,51.73823740835639,3.334670643963,4
Gafsa,2024,5,1.3481810312061437,1.8165474812377294,0.36527672291108926,59.26410681742972,62.398494508972476,3.422412195971855,3
Gafsa,2024,6,0.7633024422390767,1.286882232309676,0.33982619870614905,63.77808813391779,67.43300070670152,3.166402313212698,4
Gafsa,2024,7,0.4388646818325709,0.7767273216012359,0.2935024510915416,68.19520286235777,70.97145029893909,2.021117619826063,4
Gafsa,2024,8,0.6895470173293592,0.921819908172164,0.17692709970517587,62.34041910001786,64.00141609111706,1.2891795226276495,4
Gafsa,2024,9,2.4954079792238426,3.965376567858526,1.1970790204920947,49.647156631938664,61.50762778074056,6.8912817599795035,4
Gafsa,2024,10,4.179879622283223,5.367604715389997,1.0590348970209773,31.668856270783753,43.35413168927669,7.015100957236468,4
Gafsa,2024,11,4.35489125612223,5.37709506652965,1.0373910993275492,29.718900118072682,33.40195630590212,3.455094500634027,3
Gafsa,2024,12,4.770574682743049,5.234450875572803,0.3244659595631526,20.818747469098035,24.387714232448516,4.635928121864187,4
Kebili,2002,1,,,,,,,0
Kebili,2002,2,,,,,,,0
Kebili,2002,3,,,,,,,0
Kebili,2002,4,,,,,,,0
Kebili,2002,5,,,,,,,0
Kebili,2002,6,,,,,,,0
Kebili,2002,7,,,,,,,0
Kebili,2002,8,,,,,,,0
Kebili,2002,9,,,,,,,0
Kebili,2002,10,,,,,,,0
Kebili,2002,11,,,,,,,0
Kebili,2002,12,,,,,,,0
Kebili,2003,1,,,,,,,0
Kebili,2003,2,,,,,,,0
Kebili,2003,3,,,,,,,0
Kebili,2003,4,,,,,,,0
Kebili,2003,5,,,,,,,0
Kebili,2003,6,,,,,,,0
Kebili,2003,7,,,,,,,0
Kebili,2003,8,,,,,,,0
Kebili,2003,9,,,,,,,0
Kebili,2003,10,,,,,,,0
Kebili,2003,11,,,,,,,0
Kebili,2003,12,,,,,,,0
Kebili,2004,1,,,,,,,0
Kebili,2004,2,,,,,,,0
Kebili,2004,3,,,,,,,0
Kebili,2004,4,,,,,,,0
Kebili,2004,5,,,,,,,0
Kebili,2004,6,,,,,,,0
Kebili,2004,7,,,,,,,0
Kebili,2004,8,,,,,,,0
Kebili,2004,9,,,,,,,0
Kebili,2004,10,,,,,,,0
Kebili,2004,11,,,,,,,0
Kebili,2004,12,,,,,,,0
Kebili,2005,1,,,,,,,0
Kebili,2005,2,,,,,,,0
Kebili,2005,3,,,,,,,0
Kebili,2005,4,,,,,,,0
Kebili,2005,5,,,,,,,0
Kebili,2005,6,,,,,,,0
Kebili,2005,7,,,,,,,0
Kebili,2005,8,,,,,,,0
Kebili,2005,9,,,,,,,0
Kebili,2005,10,,,,,,,0
Kebili,2005,11,,,,,,,0
Kebili,2005,12,,,,,,,0
Kebili,2006,1,,,,,,,0
Kebili,2006,2,,,,,,,0
Kebili,2006,3,,,,,,,0
Kebili,2006,4,,,,,,,0
Kebili,2006,5,,,,,,,0
Kebili,2006,6,,,,,,,0
Kebili,2006,7,,,,,,,0
Kebili,2006,8,,,,,,,0
Kebili,2006,9,,,,,,,0
Kebili,2006,10,,,,,,,0
Kebili,2006,11,,,,,,,0
Kebili,2006,12,,,,,,,0
Kebili,2007,1,,,,,,,0
Kebili,2007,2,,,,,,,0
Kebili,2007,3,,,,,,,0
Kebili,2007,4,,,,,,,0
Kebili,2007,5,,,,,,,0
Kebili,2007,6,,,,,,,0
Kebili,2007,7,,,,,,,0
Kebili,2007,8,,,,,,,0
Kebili,2007,9,,,,,,,0
Kebili,2007,10,,,,,,,0
Kebili,2007,11,,,,,,,0
Kebili,2007,12,,,,,,,0
Kebili,2008,1,,,,,,,0
Kebili,2008,2,,,,,,,0
Kebili,2008,3,,,,,,,0
Kebili,2008,4,,,,,,,0
Kebili,2008,5,,,,,,,0
Kebili,2008,6,,,,,,,0
Kebili,2008,7,,,,,,,0
Kebili,2008,8,,,,,,,0
Kebili,2008,9,,,,,,,0
Kebili,2008,10,,,,,,,0
Kebili,2008,11,,,,,,,0
Kebili,2008,12,,,,,,,0
Kebili,2009,1,,,,,,,0
Kebili,2009,2,,,,,,,0
Kebili,2009,3,,,,,,,0
Kebili,2009,4,,,,,,,0
Kebili,2009,5,,,,,,,0
Kebili,2009,6,,,,,,,0
Kebili,2009,7,,,,,,,0
Kebili,2009,8,,,,,,,0
Kebili,2009,9,,,,,,,0
Kebili,2009,10,,,,,,,0
Kebili,2009,11,,,,,,,0
Kebili,2009,12,,,,,,,0
Kebili,2010,1,,,,,,,0
Kebili,2010,2,,,,,,,0
Kebili,2010,3,,,,,,,0
Kebili,2010,4,,,,,,,0
Kebili,2010,5,,,,,,,0
Kebili,2010,6,,,,,,,0
Kebili,2010,7,,,,,,,0
Kebili,2010,8,,,,,,,0
Kebili,2010,9,,,,,,,0
Kebili,2010,10,,,,,,,0
Kebili,2010,11,,,,,,,0
Kebili,2010,12,,,,,,,0
Kebili,2011,1,,,,,,,0
Kebili,2011,2,,,,,,,0
Kebili,2011,3,,,,,,,0
Kebili,2011,4,,,,,,,0
Kebili,2011,5,,,,,,,0
Kebili,2011,6,,,,,,,0
Kebili,2011,7,,,,,,,0
Kebili,2011,8,,,,,,,0
Kebili,2011,9,,,,,,,0
Kebili,2011,10,,,,,,,0
Kebili,2011,11,,,,,,,0
Kebili,2011,12,,,,,,,0
Kebili,2012,1,,,,,,,0
Kebili,2012,2,,,,,,,0
Kebili,2012,3,,,,,,,0
Kebili,2012,4,,,,,,,0
Kebili,2012,5,,,,,,,0
Kebili,2012,6,,,,,,,0
Kebili,2012,7,,,,,,,0
Kebili,2012,8,,,,,,,0
Kebili,2012,9,,,,,,,0
Kebili,2012,10,,,,,,,0
Kebili,2012,11,,,,,,,0
Kebili,2012,12,,,,,,,0
Kebili,2013,1,,,,,,,0
Kebili,2013,2,,,,,,,0
Kebili,2013,3,,,,,,,0
Kebili,2013,4,,,,,,,0
Kebili,2013,5,,,,,,,0
Kebili,2013,6,,,,,,,0
Kebili,2013,7,,,,,,,0
Kebili,2013,8,,,,,,,0
Kebili,2013,9,,,,,,,0
Kebili,2013,10,,,,,,,0
Kebili,2013,11,,,,,,,0
Kebili,2013,12,,,,,,,0
Kebili,2014,1,,,,,,,0
Kebili,2014,2,,,,,,,0
Kebili,2014,3,,,,,,,0
Kebili,2014,4,,,,,,,0
Kebili,2014,5,,,,,,,0
Kebili,2014,6,,,,,,,0
Kebili,2014,7,,,,,,,0
Kebili,2014,8,,,,,,,0
Kebili,2014,9,,,,,,,0
Kebili,2014,10,,,,,,,0
Kebili,2014,11,,,,,,,0
Kebili,2014,12,,,,,,,0
Kebili,2015,1,,,,,,,0
Kebili,2015,2,,,,,,,0
Kebili,2015,3,,,,,,,0
Kebili,2015,4,,,,,,,0
Kebili,2015,5,,,,,,,0
Kebili,2015,6,,,,,,,0
Kebili,2015,7,,,,,,,0
Kebili,2015,8,,,,,,,0
Kebili,2015,9,,,,,,,0
Kebili,2015,10,,,,,,,0
Kebili,2015,11,,,,,,,0
Kebili,2015,12,,,,,,,0
Kebili,2016,1,,,,,,,0
Kebili,2016,2,,,,,,,0
Kebili,2016,3,,,,,,,0
Kebili,2016,4,,,,,,,0
Kebili,2016,5,,,,,,,0
Kebili,2016,6,,,,,,,0
Kebili,2016,7,,,,,,,0
Kebili,2016,8,,,,,,,0
Kebili,2016,9,,,,,,,0
Kebili,2016,10,,,,,,,0
Kebili,2016,11,,,,,,,0
Kebili,2016,12,,,,,,,0
Kebili,2017,1,,,,,,,0
Kebili,2017,2,,,,,,,0
Kebili,2017,3,,,,,,,0
Kebili,2017,4,,,,,,,0
Kebili,2017,5,,,,,,,0
Kebili,2017,6,,,,,,,0
Kebili,2017,7,,,,,,,0
Kebili,2017,8,,,,,,,0
Kebili,2017,9,,,,,,,0
Kebili,2017,10,,,,,,,0
Kebili,2017,11,,,,,,,0
Kebili,2017,12,,,,,,,0
Kebili,2018,1,,,,,,,0
Kebili,2018,2,,,,,,,0
Kebili,2018,3,,,,,,,0
Kebili,2018,4,,,,,,,0
Kebili,2018,5,,,,,,,0
Kebili,2018,6,,,,,,,0
Kebili,2018,7,,,,,,,0
Kebili,2018,8,,,,,,,0
Kebili,2018,9,,,,,,,0
Kebili,2018,10,,,,,,,0
Kebili,2018,11,,,,,,,0
Kebili,2018,12,,,,,,,0
Kebili,2019,1,,,,,,,0
Kebili,2019,2,,,,,,,0
Kebili,2019,3,,,,,,,0
Kebili,2019,4,,,,,,,0
Kebili,2019,5,,,,,,,0
Kebili,2019,6,,,,,,,0
Kebili,2019,7,,,,,,,0
Kebili,2019,8,,,,,,,0
Kebili,2019,9,,,,,,,0
Kebili,2019,10,,,,,,,0
Kebili,2019,11,,,,,,,0
Kebili,2019,12,,,,,,,0
Kebili,2020,1,,,,,,,0
Kebili,2020,2,,,,,,,0
Kebili,2020,3,,,,,,,0
Kebili,2020,4,,,,,,,0
Kebili,2020,5,,,,,,,0
Kebili,2020,6,,,,,,,0
Kebili,2020,7,,,,,,,0
Kebili,2020,8,,,,,,,0
Kebili,2020,9,,,,,,,0
Kebili,2020,10,,,,,,,0
Kebili,2020,11,,,,,,,0
Kebili,2020,12,,,,,,,0
Kebili,2021,1,4.103491091137189,4.708471359832298,0.42250026129355106,25.80484846199043,28.513914341522277,1.8245085117739035,4
Kebili,2021,2,3.7283118419589965,4.6217290498801065,0.7127730003482795,32.251189634911285,35.58093725683249,3.407005802287536,4
Kebili,2021,3,4.57905623223388,5.617866160613608,0.7648232329277839,42.15519108002093,47.894264026297854,5.677092277451704,4
Kebili,2021,4,4.313785446210691,5.3418859474996365,0.921820557429805,50.088167039854326,57.348059424179375,5.242532887623231,3
Kebili,2021,5,4.10757193787617,5.641344428387669,1.2243907186030276,55.38338818662558,62.63730288545519,6.3339125728470895,4
Kebili,2021,6,2.6479558050531193,5.842629146750085,2.410892966739859,61.99764335964166,70.87105254799819,7.318905842418293,4
Kebili,2021,7,1.2739584491273765,2.3650045258928722,0.7790986579936372,68.58632823045528,71.75175954010567,2.3826265551569503,4
Kebili,2021,8,1.0712830112273914,1.9171213733305779,0.6989025548957338,62.67886149973795,68.81838465325303,5.232151507535482,4
Kebili,2021,9,2.4416191580251194,3.635343253243563,0.9210374631266932,52.21998697813276,58.173236886820874,5.098257617192687,4
Kebili,2021,10,3.9280528603113596,4.748770862778107,0.7430962902716682,39.09358328966241,43.15067094376776,3.163850881201864,3
Kebili,2021,11,4.344853384891459,5.648503279287293,1.192734130231678,28.998511616458384,37.98340823553699,6.849053089656305,4
Kebili,2021,12,4.703002572612789,5.412490670308554,0.7847721338338889,19.032983436820086,21.417011005065813,2.9356125765562666,4
Kebili,2022,1,5.167190254244019,5.87167346873958,0.5902862398123803,21.816492909434515,24.710500071461436,2.45025275817655,4
Kebili,2022,2,5.0085729939178325,6.149618872179252,0.8057120897956962,30.550327531720953,34.822035540169274,3.0521729995214137,4
Kebili,2022,3,5.101204721220881,6.054343269123885,0.8068901907806872,40.4302021962491,44.86558971590099,4.54931129356371,4
Kebili,2022,4,4.799916892961309,5.999598227755638,1.0223806195867216,50.12215040785968,55.493616109002566,4.395941977287016,3
Kebili,2022,5,3.939616251925485,5.765621476552703,1.485031968286945,65.03040883898943,69.48628495656735,3.665593740964383,4
Kebili,2022,6,1.330421741754138,3.219118324308012,1.3395611941818137,68.58526325610202,72.01977894586399,2.715107171430431,4
Kebili,2022,7,2.130176390719537,3.9601800828952975,1.126588331396937,66.97232793666923,71.47134474599426,3.4531656499147885,4
Kebili,2022,8,1.5514665480935672,2.8276579695415314,0.968900195154871,67.45392760159433,71.76245096949386,2.921944748002171,4
Kebili,2022,9,2.533191072080796,4.830427498372266,1.8501959225250741,54.00947876800432,63.27249845166827,6.710096469658058,4
Kebili,2022,10,3.4761163869082603,4.568781661399689,1.0926652744914342,45.06121945022318,46.66447094694376,1.6032514967206912,2
Kebili,2022,11,4.065642120976322,4.853311841959009,0.6301977583290341,31.784712605802657,39.09175414079497,4.991010229406883,4
Kebili,2022,12,4.207379587429132,5.50555255593844,1.2108797655606158,22.254325999269522,27.387619697956207,3.96886114521359,4
Kebili,2023,1,4.261608319702724,4.820006828540115,0.40879594994408935,24.40643728859314,26.101494338663823,1.2409487146863964,4
Kebili,2023,2,4.44267043559734,5.689188674151601,1.0427592422051002,31.769469875021823,41.208571405885195,7.426056174485606,4
Kebili,2023,3,4.823068753870831,5.904614028679866,0.8389216493998567,46.93251873878446,50.938677327658795,4.383479986225881,4
Kebili,2023,4,4.5153523050293,5.6061949151196515,0.9405287000993577,55.23992313922275,62.94743215130775,5.872698084468552,3
Kebili,2023,5,4.605886638293815,5.831773355989268,0.9363512059008344,56.107102475742806,57.78915373743469,1.336506003706412,4
Kebili,2023,6,2.8981294961172575,5.1463951660288085,1.6699292745259304,65.16601312508928,70.04330961871341,4.657669526659976,4
Kebili,2023,7,0.32925731686014176,0.5250520080672054,0.16630631261062723,72.46872826380398,76.70526829810554,2.8625360583720707,4
Kebili,2023,8,2.9859471026345483,4.060357942544977,0.7945914413256573,61.931051992186845,66.18126994965934,4.794307537171228,4
Kebili,2023,9,3.6263631274713757,5.321586920963622,1.3250850820096909,52.486966818059145,58.06521573422681,4.938615113362121,4
Kebili,2023,10,3.3407190082207125,4.869749567261122,1.2366949241008816,46.39154796123081,50.91621063664235,3.5216383507277422,3
Kebili,2023,11,3.98801611059059,5.087502183544806,0.8678522178020565,31.48265590509915,39.00604246399128,4.970197436879038,4
Kebili,2023,12,4.735198742278188,5.622203871623446,0.8571635842356503,18.223249392577557,21.82752616283687,4.102368400390638,4
Kebili,2024,1,4.460747209032732,5.206851566594149,0.5464598549674478,24.959991305521594,27.414941798605703,1.904928702016421,4
Kebili,2024,2,4.514905472360294,5.617206333073957,0.7386846852849546,30.76980772895457,34.582808753235575,2.7918057843443687,4
Kebili,2024,3,4.063882977878703,5.187310031601851,0.8320112991878048,48.40408084673901,51.72324879706532,2.3089785934308655,4
Kebili,2024,4,5.3218969843261155,6.903261818932523,1.227098663452961,48.35778592526716,55.2701545155706,4.294102501794524,4
Kebili,2024,5,3.5205041474117658,4.923702974385033,1.0835321781578038,61.231372113089144,66.23730367947151,4.079536237719427,3
Kebili,2024,6,1.9977100570103694,4.100295374061081,1.3056713416953425,65.36326304965776,70.36364040590118,3.2501893235787773,4
Kebili,2024,7,1.0002145829032416,1.802759206618919,0.6431314742450351,69.78751885788694,72.88829619983801,2.3961230540460776,4
Kebili,2024,8,1.9974142859411481,3.308429276968763,0.8981884496430754,65.45232309316981,67.27117959060513,1.439949988802955,4
Kebili,2024,9,4.144605651807972,5.727397532197367,1.2508401140197059,52.59032828603639,61.899397341633325,5.526702903321614,4
Kebili,2024,10,4.822055787584761,5.851264867955091,0.8314284778180531,35.68727350685234,44.67821219291424,5.662120164903159,4
Kebili,2024,11,4.185619570913599,5.0690492448905005,0.73480306766534,30.641437857638152,34.44838894094104,3.6916456021862922,3
Kebili,2024,12,4.483306799955532,4.961348874878916,0.36693623631770805,20.91776313699959,24.681668545838598,4.28003579557088,4
Tozeur,2002,1,,,,,,,0
Tozeur,2002,2,,,,,,,0
Tozeur,2002,3,,,,,,,0
Tozeur,2002,4,,,,,,,0
Tozeur,2002,5,,,,,,,0
Tozeur,2002,6,,,,,,,0
Tozeur,2002,7,,,,,,,0
Tozeur,2002,8,,,,,,,0
Tozeur,2002,9,,,,,,,0
Tozeur,2002,10,,,,,,,0
Tozeur,2002,11,,,,,,,0
Tozeur,2002,12,,,,,,,0
Tozeur,2003,1,,,,,,,0
Tozeur,2003,2,,,,,,,0
Tozeur,2003,3,,,,,,,0
Tozeur,2003,4,,,,,,,0
Tozeur,2003,5,,,,,,,0
Tozeur,2003,6,,,,,,,0
Tozeur,2003,7,,,,,,,0
Tozeur,2003,8,,,,,,,0
Tozeur,2003,9,,,,,,,0
Tozeur,2003,10,,,,,,,0
Tozeur,2003,11,,,,,,,0
Tozeur,2003,12,,,,,,,0
Tozeur,2004,1,,,,,,,0
Tozeur,2004,2,,,,,,,0
Tozeur,2004,3,,,,,,,0
Tozeur,2004,4,,,,,,,0
Tozeur,2004,5,,,,,,,0
Tozeur,2004,6,,,,,,,0
Tozeur,2004,7,,,,,,,0
Tozeur,2004,8,,,,,,,0
Tozeur,2004,9,,,,,,,0
Tozeur,2004,10,,,,,,,0
Tozeur,2004,11,,,,,,,0
Tozeur,2004,12,,,,,,,0
Tozeur,2005,1,,,,,,,0
Tozeur,2005,2,,,,,,,0
Tozeur,2005,3,,,,,,,0
Tozeur,2005,4,,,,,,,0
Tozeur,2005,5,,,,,,,0
Tozeur,2005,6,,,,,,,0
Tozeur,2005,7,,,,,,,0
Tozeur,2005,8,,,,,,,0
Tozeur,2005,9,,,,,,,0
Tozeur,2005,10,,,,,,,0
Tozeur,2005,11,,,,,,,0
Tozeur,2005,12,,,,,,,0
Tozeur,2006,1,,,,,,,0
Tozeur,2006,2,,,,,,,0
Tozeur,2006,3,,,,,,,0
Tozeur,2006,4,,,,,,,0
Tozeur,2006,5,,,,,,,0
Tozeur,2006,6,,,,,,,0
Tozeur,2006,7,,,,,,,0
Tozeur,2006,8,,,,,,,0
Tozeur,2006,9,,,,,,,0
Tozeur,2006,10,,,,,,,0
Tozeur,2006,11,,,,,,,0
Tozeur,2006,12,,,,,,,0
Tozeur,2007,1,,,,,,,0
Tozeur,2007,2,,,,,,,0
Tozeur,2007,3,,,,,,,0
Tozeur,2007,4,,,,,,,0
Tozeur,2007,5,,,,,,,0
Tozeur,2007,6,,,,,,,0
Tozeur,2007,7,,,,,,,0
Tozeur,2007,8,,,,,,,0
Tozeur,2007,9,,,,,,,0
Tozeur,2007,10,,,,,,,0
Tozeur,2007,11,,,,,,,0
Tozeur,2007,12,,,,,,,0
Tozeur,2008,1,,,,,,,0
Tozeur,2008,2,,,,,,,0
Tozeur,2008,3,,,,,,,0
Tozeur,2008,4,,,,,,,0
Tozeur,2008,5,,,,,,,0
Tozeur,2008,6,,,,,,,0
Tozeur,2008,7,,,,,,,0
Tozeur,2008,8,,,,,,,0
Tozeur,2008,9,,,,,,,0
Tozeur,2008,10,,,,,,,0
Tozeur,2008,11,,,,,,,0
Tozeur,2008,12,,,,,,,0
Tozeur,2009,1,,,,,,,0
Tozeur,2009,2,,,,,,,0
Tozeur,2009,3,,,,,,,0
Tozeur,2009,4,,,,,,,0
Tozeur,2009,5,,,,,,,0
Tozeur,2009,6,,,,,,,0
Tozeur,2009,7,,,,,,,0
Tozeur,2009,8,,,,,,,0
Tozeur,2009,9,,,,,,,0
Tozeur,2009,10,,,,,,,0
Tozeur,2009,11,,,,,,,0
Tozeur,2009,12,,,,,,,0
Tozeur,2010,1,,,,,,,0
Tozeur,2010,2,,,,,,,0
Tozeur,2010,3,,,,,,,0
Tozeur,2010,4,,,,,,,0
Tozeur,2010,5,,,,,,,0
Tozeur,2010,6,,,,,,,0
Tozeur,2010,7,,,,,,,0
Tozeur,2010,8,,,,,,,0
Tozeur,2010,9,,,,,,,0
Tozeur,2010,10,,,,,,,0
Tozeur,2010,11,,,,,,,0
Tozeur,2010,12,,,,,,,0
Tozeur,2011,1,,,,,,,0
Tozeur,2011,2,,,,,,,0
Tozeur,2011,3,,,,,,,0
Tozeur,2011,4,,,,,,,0
Tozeur,2011,5,,,,,,,0
Tozeur,2011,6,,,,,,,0
Tozeur,2011,7,,,,,,,0
Tozeur,2011,8,,,,,,,0
Tozeur,2011,9,,,,,,,0
Tozeur,2011,10,,,,,,,0
Tozeur,2011,11,,,,,,,0
Tozeur,2011,12,,,,,,,0
Tozeur,2012,1,,,,,,,0
Tozeur,2012,2,,,,,,,0
Tozeur,2012,3,,,,,,,0
Tozeur,2012,4,,,,,,,0
Tozeur,2012,5,,,,,,,0
Tozeur,2012,6,,,,,,,0
Tozeur,2012,7,,,,,,,0
Tozeur,2012,8,,,,,,,0
Tozeur,2012,9,,,,,,,0
Tozeur,2012,10,,,,,,,0
Tozeur,2012,11,,,,,,,0
Tozeur,2012,12,,,,,,,0
Tozeur,2013,1,,,,,,,0
Tozeur,2013,2,,,,,,,0
Tozeur,2013,3,,,,,,,0
Tozeur,2013,4,,,,,,,0
Tozeur,2013,5,,,,,,,0
Tozeur,2013,6,,,,,,,0
Tozeur,2013,7,,,,,,,0
Tozeur,2013,8,,,,,,,0
Tozeur,2013,9,,,,,,,0
Tozeur,2013,10,,,,,,,0
Tozeur,2013,11,,,,,,,0
Tozeur,2013,12,,,,,,,0
Tozeur,2014,1,,,,,,,0
Tozeur,2014,2,,,,,,,0
Tozeur,2014,3,,,,,,,0
Tozeur,2014,4,,,,,,,0
Tozeur,2014,5,,,,,,,0
Tozeur,2014,6,,,,,,,0
Tozeur,2014,7,,,,,,,0
Tozeur,2014,8,,,,,,,0
Tozeur,2014,9,,,,,,,0
Tozeur,2014,10,,,,,,,0
Tozeur,2014,11,,,,,,,0
Tozeur,2014,12,,,,,,,0
Tozeur,2015,1,,,,,,,0
Tozeur,2015,2,,,,,,,0
Tozeur,2015,3,,,,,,,0
Tozeur,2015,4,,,,,,,0
Tozeur,2015,5,,,,,,,0
Tozeur,2015,6,,,,,,,0
Tozeur,2015,7,,,,,,,0
Tozeur,2015,8,,,,,,,0
Tozeur,2015,9,,,,,,,0
Tozeur,2015,10,,,,,,,0
Tozeur,2015,11,,,,,,,0
Tozeur,2015,12,,,,,,,0
Tozeur,2016,1,,,,,,,0
Tozeur,2016,2,,,,,,,0
Tozeur,2016,3,,,,,,,0
Tozeur,2016,4,,,,,,,0
Tozeur,2016,5,,,,,,,0
Tozeur,2016,6,,,,,,,0
Tozeur,2016,7,,,,,,,0
Tozeur,2016,8,,,,,,,0
Tozeur,2016,9,,,,,,,0
Tozeur,2016,10,,,,,,,0
Tozeur,2016,11,,,,,,,0
Tozeur,2016,12,,,,,,,0
Tozeur,2017,1,,,,,,,0
Tozeur,2017,2,,,,,,,0
Tozeur,2017,3,,,,,,,0
Tozeur,2017,4,,,,,,,0
Tozeur,2017,5,,,,,,,0
Tozeur,2017,6,,,,,,,0
Tozeur,2017,7,,,,,,,0
Tozeur,2017,8,,,,,,,0
Tozeur,2017,9,,,,,,,0
Tozeur,2017,10,,,,,,,0
Tozeur,2017,11,,,,,,,0
Tozeur,2017,12,,,,,,,0
Tozeur,2018,1,,,,,,,0
Tozeur,2018,2,,,,,,,0
Tozeur,2018,3,,,,,,,0
Tozeur,2018,4,,,,,,,0
Tozeur,2018,5,,,,,,,0
Tozeur,2018,6,,,,,,,0
Tozeur,2018,7,,,,,,,0
Tozeur,2018,8,,,,,,,0
Tozeur,2018,9,,,,,,,0
Tozeur,2018,10,,,,,,,0
Tozeur,2018,11,,,,,,,0
Tozeur,2018,12,,,,,,,0
Tozeur,2019,1,,,,,,,0
Tozeur,2019,2,,,,,,,0
Tozeur,2019,3,,,,,,,0
Tozeur,2019,4,,,,,,,0
Tozeur,2019,5,,,,,,,0
Tozeur,2019,6,,,,,,,0
Tozeur,2019,7,,,,,,,0
Tozeur,2019,8,,,,,,,0
Tozeur,2019,9,,,,,,,0
Tozeur,2019,10,,,,,,,0
Tozeur,2019,11,,,,,,,0
Tozeur,2019,12,,,,,,,0
Tozeur,2020,1,,,,,,,0
Tozeur,2020,2,,,,,,,0
Tozeur,2020,3,,,,,,,0
Tozeur,2020,4,,,,,,,0
Tozeur,2020,5,,,,,,,0
Tozeur,2020,6,,,,,,,0
Tozeur,2020,7,,,,,,,0
Tozeur,2020,8,,,,,,,0
Tozeur,2020,9,,,,,,,0
Tozeur,2020,10,,,,,,,0
Tozeur,2020,11,,,,,,,0
Tozeur,2020,12,,,,,,,0
Tozeur,2021,1,4.586195928753179,5.365648854961835,0.5303903615967694,25.071819338422383,28.178371501272306,1.9880204104569663,4
Tozeur,2021,2,4.220419847328245,5.393638676844782,0.8366337252318825,31.951335877862608,35.13384223918576,3.1013868116923193,4
Tozeur,2021,3,4.969529262086516,6.125954198473278,0.9040509190506223,43.08759541984733,49.76819338422392,5.583784838148014,4
Tozeur,2021,4,4.6075487701441915,5.657506361323159,0.9384655915565766,51.683460559796444,58.50203562340966,4.900079777565815,3
Tozeur,2021,5,4.567239185750638,6.6646310432570015,1.6248470338375836,58.10655216284993,65.31119592875318,6.576426805283988,4
Tozeur,2021,6,2.948473282442749,6.39160305343512,2.637623464490952,64.0667302798982,73.55038167938928,6.60262384644775,4
Tozeur,2021,7,1.0982824427480917,2.215776081424932,0.8357858355821697,71.41972010178117,73.78066157760814,1.8091822211395798,4
Tozeur,2021,8,0.9947837150127234,1.848600508905851,0.691809198977229,64.83136132315518,71.19770992366409,4.935591493372269,4
Tozeur,2021,9,2.953689567430028,4.304834605597962,1.0418531729868674,53.26354961832065,59.11195928753179,4.980218825415041,4
Tozeur,2021,10,4.744698897370653,5.701781170483455,0.7976166347728837,38.67073791348601,42.61806615776084,3.4065379478896616,3
Tozeur,2021,11,5.098027989821884,6.4463104325699705,1.1634580326520774,28.396628498727726,36.85674300254453,6.5920126230262035,4
Tozeur,2021,12,4.732888040712467,5.49312977099237,0.7877081210566692,19.447010178117047,22.03231552162852,2.771274045109928,4
Tozeur,2022,1,5.0322519083969475,5.674554707379133,0.4845958479091717,22.59790076335877,25.052417302799007,1.958882858265646,4
Tozeur,2022,2,5.076335877862593,6.362595419847332,0.8854925456427498,30.800890585241717,34.79745547073792,2.6171999898283143,4
Tozeur,2022,3,5.908715012722645,6.97404580152672,0.9571858570547188,38.692175572519055,43.17073791348599,3.6755425142281375,4
Tozeur,2022,4,5.204071246819342,6.334096692111961,0.9717913683594618,50.455894826123846,54.61246819338421,3.2840432951635474,3
Tozeur,2022,5,4.358396946564882,6.335114503816799,1.5846713801716061,65.18040712468195,69.81246819338422,4.159861885257214,4
Tozeur,2022,6,1.3060432569974563,3.0625954198473293,1.3041423609292608,70.93066157760812,73.80992366412212,2.659918304563059,4
Tozeur,2022,7,2.137722646310431,4.225190839694653,1.256590582642973,71.30725190839695,74.58549618320609,2.6522903458623412,4
Tozeur,2022,8,1.8779898218829512,3.5178117048346023,1.2355449268143741,68.0113231552163,71.96819338422394,2.948612941666221,4
Tozeur,2022,9,3.2832061068702294,6.277608142493643,2.378517860582883,54.40343511450382,64.63307888040717,7.437825378108091,4
Tozeur,2022,10,4.138804071246823,5.553435114503819,1.4146310432569973,45.68346055979641,47.884732824427495,2.2012722646310117,2
Tozeur,2022,11,4.82156488549618,5.849618320610687,0.8224835670273258,31.19491094147583,38.06259541984734,4.909555459068502,4
Tozeur,2022,12,4.785178117048345,6.247328244274811,1.3196624891346709,22.09732824427482,26.78346055979646,3.901963767736238,4
Tozeur,2023,1,4.510559796437658,5.179389312977099,0.5366220628840517,23.964885496183218,26.181933842239175,1.6564931186034226,4
Tozeur,2023,2,4.75795165394402,5.848346055979648,0.899975154052864,32.31055979643767,40.607633587786275,6.2683224760659995,4
Tozeur,2023,3,5.221882951653945,6.4857506361323125,0.9584765397832221,47.858842239185755,51.63282442748095,3.5284369288287696,4
Tozeur,2023,4,5.129092451229852,6.194147582697206,0.9121768809264459,55.85589482612386,64.62926208651396,6.5515010304064685,3
