governorate,year,month,precip_total_mm,precip_max_daily_mm,rain_days
Kebili,2022,2,3.232421166117802,2.515637939218995,1.5737570867858708
Kebili,2022,3,14.989240511525981,7.335196300174358,3.0437381886902184
Kebili,2022,4,6.3644247700488075,2.814851045505414,3.5337621747347034
Kebili,2022,5,4.223287609430432,2.6745240111459094,1.7975069050734138
Kebili,2022,6,1.5089676124293074,0.988007171396376,2.5181385375781384
Kebili,2022,7,0.0,0.0,0.0
Kebili,2022,8,0.2227091476680809,0.2227091476680809,0.1290739933129817
Kebili,2022,9,8.070393530281216,5.399300765772001,1.7283398749818297
Kebili,2022,10,2.378409279327719,1.9305046619696078,0.6976995202791109
Kebili,2022,11,5.907758970979323,3.97614540420641,1.525327082424772
Kebili,2022,12,6.66455786245532,5.3340525485385735,1.5935637447303395
Kebili,2023,1,2.225422405809717,1.182546788856967,0.6655763919174303
Kebili,2023,2,6.7139895933128315,4.743438177215176,1.8727176915249324
Kebili,2023,3,8.91320537581981,4.705129585692077,2.530723942433493
Kebili,2023,4,6.655843006362646,6.338574953244034,1.264940398313709
Kebili,2023,5,10.620078656929026,5.044898428260934,3.1144425061782273
Kebili,2023,6,2.6208447609892325,1.5406867400236328,0.8831625236226207
Kebili,2023,7,0.012070112464767272,0.011979930707731309,0.016721180404128524
Kebili,2023,8,2.5673329853419338,2.1677181721468024,1.3538850123564476
Kebili,2023,9,3.5796203334160146,2.3575148046354646,1.0087585404855366
Kebili,2023,10,3.3247761162002556,2.53376195910695,1.0221834568978057
Kebili,2023,11,9.02958539372065,5.435315289072289,1.910648350050881
Kebili,2023,12,12.090075895234232,6.11259989260779,3.071765518243933
Kebili,2024,1,3.973959004725419,3.1321796034846865,1.256723360953628
Kebili,2024,2,4.390777571157636,1.5055003979404862,4.91289431603431
Kebili,2024,3,7.472216724741601,4.443454287158824,2.067800552405873
Kebili,2024,4,16.11294691391276,7.823313799213243,5.813195958714933
Kebili,2024,5,6.106943581609417,3.163954266236439,3.8129124872801308
Kebili,2024,6,1.5104803101457407,0.9390493773304122,2.0305894752144216
Kebili,2024,7,0.0,0.0,0.0
Kebili,2024,8,1.8668994400362133,1.1525834141849076,3.7381123709841595
Kebili,2024,9,13.118195038888864,6.260652931580231,3.585895478994043
Kebili,2024,10,16.29223813126006,9.80776931737586,3.470191888355869
Kebili,2024,11,5.720550555741137,3.4449400901803147,1.5264864079081273
Kebili,2024,12,3.246799739321873,1.878757957642572,1.0437018461985759
Tozeur,2002,1,6.729708296567318,6.3566159315832875,1.111378205128205
Tozeur,2002,2,5.05467255479893,4.126187937548678,1.5684182411156096
Tozeur,2002,3,5.663633133116749,2.3895644616692557,3.5548245614035054
Tozeur,2002,4,3.924709533988503,3.618812854369507,0.9653199505173187
Tozeur,2002,5,11.410010947238812,6.67947577276894,2.9305414979757076
Tozeur,2002,6,5.47337579517866,2.7936593226726463,2.0868477282950963
Tozeur,2002,7,0.2124710896609516,0.18632969256377133,0.3675073099415203
Tozeur,2002,8,4.033617282838458,3.265158318308253,1.4888663967611326
Tozeur,2002,9,9.08729715066661,7.806525970089821,1.3466318038686451
Tozeur,2002,10,7.941288930858728,4.918056364459023,2.131761695906432
Tozeur,2002,11,19.176472701043465,10.30609046731829,2.725666329284748
Tozeur,2002,12,7.960211079079172,4.055757421083509,3.0602086144849294
Tozeur,2003,1,25.837498992344656,14.507357719764476,2.7516728520017986
Tozeur,2003,2,7.154047955144266,3.6643575795239474,2.780097278452539
Tozeur,2003,3,8.709987623226164,5.875877895285646,2.7844551282051273
Tozeur,2003,4,17.70392561701322,9.476216678583448,2.8064130679262242
Tozeur,2003,5,9.585611361488017,6.206889221448911,4.3080437471884805
Tozeur,2003,6,0.31727881658213974,0.3147412283036872,0.08405026990553302
Tozeur,2003,7,0.0,0.0,0.0
Tozeur,2003,8,0.051809646901425255,0.051809646901425255,0.027117071524966247
Tozeur,2003,9,19.492206492101374,7.6005618165553335,3.9582208726945534
Tozeur,2003,10,19.17136754945936,11.566924705323842,2.9701276428250107
Tozeur,2003,11,16.724775467919258,6.459180092143274,4.152848065677011
Tozeur,2003,12,19.369977299611655,9.05504215956136,3.4995782726045865
Tozeur,2004,1,11.545595708440146,7.373493973294782,1.9862516869095808
Tozeur,2004,2,5.197958395851995,2.4763257100020177,3.2059997750787206
Tozeur,2004,3,15.542694801141236,4.788020323440799,5.774671052631574
Tozeur,2004,4,12.003553818832549,10.844735528729121,1.4327204228520012
Tozeur,2004,5,2.800170747012743,2.0743250890802094,0.7551310166441741
Tozeur,2004,6,4.232497502466489,2.0523849188857466,2.701712213225368
Tozeur,2004,7,0.002051002536600792,0.002051002536600792,0.003106725146198829
Tozeur,2004,8,1.4559288449414503,1.341846532002761,0.43967892487629295
Tozeur,2004,9,9.564190318182042,5.883334533137558,2.08286943319838
Tozeur,2004,10,7.763693326589822,5.538761155814723,1.7081224696356268
Tozeur,2004,11,23.63326431834818,11.429471242376875,3.2538798920377845
Tozeur,2004,12,12.628164999155981,5.361789575623352,4.085933985605036
Tozeur,2005,1,0.6084863569367938,0.5007618981263976,0.21357681061628422
Tozeur,2005,2,2.7405618951797104,1.685775991416947,0.8216936572199728
Tozeur,2005,3,6.717727856633883,3.6181252826754275,3.4984536662168226
Tozeur,2005,4,7.918905080071118,4.541225545999838,3.1415317139001333
Tozeur,2005,5,5.623768389078369,2.951670430776599,2.8030251911830835
Tozeur,2005,6,7.288569183629699,2.5126428852864073,3.9898644849302722
Tozeur,2005,7,0.10220184227580711,0.09913682009839604,0.1836763382816013
Tozeur,2005,8,2.066175902906671,2.02451889632748,0.8881297795771478
Tozeur,2005,9,21.515990864091673,9.968335109626688,2.609466374269004
Tozeur,2005,10,4.461745248567872,3.1979540532661797,1.2615412730544306
Tozeur,2005,11,13.420901934572276,6.221978370048303,3.8120642150247397
Tozeur,2005,12,12.9875184341283,7.154260744952797,2.6442869995501566
Tozeur,2006,1,14.93242756492075,9.744673218402138,2.308043747188483
Tozeur,2006,2,6.215406958811029,3.262933288284022,2.553334457939721
Tozeur,2006,3,0.5028950600016371,0.4418185869055022,0.23355263157894715
Tozeur,2006,4,13.696430519208125,3.1980636030438885,6.158091542959964
Tozeur,2006,5,11.114220045271503,3.7358934699674595,4.443052744039584
Tozeur,2006,6,4.261108505256804,2.382128736289954,2.3961847728295083
Tozeur,2006,7,0.1435855320108919,0.1423539009432882,0.287112010796221
Tozeur,2006,8,2.6012562198310505,2.2339160730605627,1.6264338731443995
Tozeur,2006,9,19.607350952020024,6.985975701950094,4.23476158344579
Tozeur,2006,10,12.672199269683771,8.28049127644265,2.3542510121457494
Tozeur,2006,11,12.716137597281218,7.904789573247766,2.5674060953666196
Tozeur,2006,12,15.43735967941281,6.079346074427343,3.4177350427350404
Tozeur,2007,1,5.91840303082436,5.058523028209179,1.4795181061628424
Tozeur,2007,2,9.058885738742923,5.863394388179089,3.1840137201979295
Tozeur,2007,3,13.256659226974673,9.048019893105455,2.806356837606836
Tozeur,2007,4,32.46228386183719,16.771640194827132,6.6912955465587025
Tozeur,2007,5,5.241220186144829,2.916946275972475,2.3685475708502026
Tozeur,2007,6,2.776431953123075,2.6859261601563356,0.8053306342780021
Tozeur,2007,7,0.0,0.0,0.0
Tozeur,2007,8,0.8227862265351462,0.8033549432557708,0.4840165317139
Tozeur,2007,9,10.289836843971878,4.788741385583478,3.06439777327935
Tozeur,2007,10,8.234115230250517,4.7121613106941265,2.36555330634278
Tozeur,2007,11,6.843710577762269,4.5294851128663804,2.029520917678811
Tozeur,2007,12,10.291153921348968,8.915815568260514,1.6582180611785873
Tozeur,2008,1,9.58258708536178,7.128342427490958,2.100835020242913
Tozeur,2008,2,1.7114655275687098,1.1087954267943247,0.6755369995501573
Tozeur,2008,3,5.880487640131492,2.582505009907538,3.3527609086819603
Tozeur,2008,4,6.073836183742279,2.9231454477793326,2.882352114260008
Tozeur,2008,5,5.798600918915016,2.484095862356495,3.5415682636077372
Tozeur,2008,6,1.5610754827152238,1.4467450174470762,0.49973290598290593
Tozeur,2008,7,0.02517180792313676,0.02517180792313676,0.022056342780026977
Tozeur,2008,8,0.5849662429175084,0.5770359482503904,0.2514057579847052
Tozeur,2008,9,14.032910657429063,4.663054547731369,5.0654942645074215
Tozeur,2008,10,10.88141318691497,4.6569550307270635,3.8523391812865504
Tozeur,2008,11,13.357198801100692,8.182701595047142,2.7063652721547444
Tozeur,2008,12,6.373806405368414,4.4513575072244,1.7354644624381466
Tozeur,2009,1,62.71191017460403,13.300031323691389,10.977311066126848
Tozeur,2009,2,3.2935616977452495,2.2770083522272424,1.6302434772829504
Tozeur,2009,3,12.26395375945522,6.192624788109615,3.3100258659469164
Tozeur,2009,4,12.850475884823174,7.274685791026239,2.5468257984705347
Tozeur,2009,5,6.744217458741216,4.252667160365382,1.9129273504273498
Tozeur,2009,6,2.9881086713499085,1.594893165417032,2.4333811291048124
Tozeur,2009,7,0.006394139281208607,0.006394139281208607,0.009952766531713895
Tozeur,2009,8,1.7093778817528567,1.5405001453024687,0.7071524966261805
Tozeur,2009,9,34.532937367755494,11.668570328787043,5.228337269455687
Tozeur,2009,10,5.8664186049488976,5.038949473810872,1.3310981781376514
Tozeur,2009,11,6.5078669983828235,4.892373629148966,1.6751293297345924
Tozeur,2009,12,5.551133653880489,3.2462788897336465,2.242676000899685
Tozeur,2010,1,14.900999437544604,9.91284991810169,2.7165007872244704
Tozeur,2010,2,4.24231545053367,2.4289610661030827,2.7591936572199707
Tozeur,2010,3,5.954755371469988,2.486032503269515,3.4510796221322524
Tozeur,2010,4,21.480897149102507,7.300146936267626,5.028621232568599
Tozeur,2010,5,6.531847939938822,2.5907817382576606,4.6433451417004035
Tozeur,2010,6,5.831485065192926,2.685016981430361,3.6877811515969374
Tozeur,2010,7,0.0,0.0,0.0
Tozeur,2010,8,0.19311195150440028,0.19311195150440028,0.1208389563652721
Tozeur,2010,9,12.83202454323737,7.9694511513424695,2.1987882366171823
Tozeur,2010,10,21.977548501813327,7.869230365409964,5.20219017094017
Tozeur,2010,11,17.661243037508765,11.332872129591307,3.168325461088617
Tozeur,2010,12,8.914024727907504,3.1605848584858687,4.311923639226269
Tozeur,2011,1,3.0649346596755325,2.5054878958869993,0.9642515744489428
Tozeur,2011,2,5.289790222970528,2.4514376301028484,3.501644736842103
Tozeur,2011,3,14.475109676092693,4.975410602222647,4.6421361898335585
Tozeur,2011,4,13.121094565061833,8.684246670386031,2.7695540935672507
Tozeur,2011,5,6.004352862755645,3.4387797179891204,2.258251799370219
Tozeur,2011,6,1.9115706611536956,1.6240946934032665,0.7329059829059825
Tozeur,2011,7,0.022434911799997924,0.022434911799997924,0.04862516869095814
Tozeur,2011,8,2.261204162265039,1.4274732607198537,2.1337016419253247
Tozeur,2011,9,6.273849387033541,3.5562703589926774,1.6580634278002688
Tozeur,2011,10,11.081627819697184,7.315205333840719,2.067996513720197
Tozeur,2011,11,5.606964862003442,3.8738656686740405,1.3489231893837152
Tozeur,2011,12,4.508040250402596,2.831662600770343,2.00596041385515
Tozeur,2012,1,9.69470345692728,7.030296596019345,1.9903565002249195
Tozeur,2012,2,3.6369980752461384,1.9146191994389379,0.9529352226720647
Tozeur,2012,3,15.954919906850488,5.2183657723486885,8.232062528115158
Tozeur,2012,4,16.191286112962757,8.200994773660218,4.267417341430496
Tozeur,2012,5,4.323127232189489,3.089671539796286,1.822733918128655
Tozeur,2012,6,1.8463376252884747,1.7298767988922363,0.8730459964012595
Tozeur,2012,7,0.02036749241220899,0.02036749241220899,0.02950686009896535
Tozeur,2012,8,0.1980446482560497,0.19201507749479194,0.07391475483580742
Tozeur,2012,9,12.817351832925544,12.619561597751806,1.0545715249662617
Tozeur,2012,10,9.159759795413862,3.0245494647584152,5.1557017543859605
Tozeur,2012,11,8.708432144781607,3.4379449019437285,3.5259784075573513
Tozeur,2012,12,1.763491749934419,1.4702937176004482,0.6808367071524964
Tozeur,2013,1,7.298936735660594,3.8381879870929385,3.0278058929374696
Tozeur,2013,2,3.7411891917402285,2.3004460530083244,2.1581899460188936
Tozeur,2013,3,8.193793319209695,3.029639644460314,5.515125955915425
Tozeur,2013,4,15.558174166543091,6.95609916943019,5.295827710301392
Tozeur,2013,5,6.779797277125905,2.75419280367509,3.633589181286548
Tozeur,2013,6,4.231012405791608,2.816944952114068,1.794857737291947
Tozeur,2013,7,0.04078213022824909,0.04078213022824909,0.05041048133153394
Tozeur,2013,8,3.4295234392085803,2.6800395555633347,1.5200742240215916
Tozeur,2013,9,23.870012786559453,17.764745763284743,1.8967751911830861
Tozeur,2013,10,9.113493226241486,5.0328670589490425,2.437753036437246
Tozeur,2013,11,11.940537190033776,7.060169262106863,2.626504161043633
Tozeur,2013,12,10.84753229087189,4.6199099905336425,4.3463647098515485
Tozeur,2014,1,6.9366863511294925,3.6461466187129417,2.599921277552854
Tozeur,2014,2,5.493558204323938,3.5578680149389705,1.9575320512820509
Tozeur,2014,3,9.896278299444894,5.100878251774306,3.3418803418803407
Tozeur,2014,4,8.450576296579746,2.6228036745088996,4.975750674763829
Tozeur,2014,5,6.186850179870767,2.9908937100192015,3.1097194107062505
Tozeur,2014,6,5.549298826062125,2.971569126302619,2.599555780476831
Tozeur,2014,7,0.019210979678876285,0.019210979678876285,0.033260233918128636
Tozeur,2014,8,0.0547583010575549,0.0547583010575549,0.025247413405308127
Tozeur,2014,9,10.251876647246041,4.946995073838097,2.8734536662168244
Tozeur,2014,10,9.845407254233098,4.726535019694788,2.778832096266305
Tozeur,2014,11,16.758347434521685,7.988554269919987,3.663911381016642
Tozeur,2014,12,3.5813672012954023,2.4317693866645214,1.154661493477283
Tozeur,2015,1,5.729802067004882,4.182614907283824,1.5762201979307249
Tozeur,2015,2,11.747446139267034,7.071495312203627,2.7385008996851083
Tozeur,2015,3,10.460082856520968,6.24341124300545,2.540106275303643
Tozeur,2015,4,4.322808114708714,2.798303578632119,1.886906770130453
Tozeur,2015,5,4.99770984207198,4.8686936572311375,1.0611785874943764
Tozeur,2015,6,3.224623834937173,2.3087184819142728,1.2943376068376065
Tozeur,2015,7,0.0,0.0,0.0
Tozeur,2015,8,6.138981006277475,3.0529389195387147,2.81001180836707
Tozeur,2015,9,14.016268630512474,8.618725565914433,2.3937246963562724
Tozeur,2015,10,9.751766022478677,4.273028049227545,4.245079847053528
Tozeur,2015,11,3.731460519741633,1.961097325521361,1.0160678137651815
Tozeur,2015,12,4.1879569128092005,3.189342581303775,1.47991171839856
Tozeur,2016,1,3.1171400100168687,2.517149868797889,0.9443741565452091
Tozeur,2016,2,4.816689089804279,2.0044238300109205,3.6628711201079587
Tozeur,2016,3,5.587616469438748,3.8930268522370386,1.720254161043634
Tozeur,2016,4,11.238118101126714,6.08400494017099,3.605403733693206
Tozeur,2016,5,13.519826733495057,5.462786696821087,3.6516250562303174
Tozeur,2016,6,1.9462712741231938,1.4759094157715764,0.8453947368421051
Tozeur,2016,7,0.0,0.0,0.0
Tozeur,2016,8,0.0675939909218937,0.0675939909218937,0.02637201979307241
Tozeur,2016,9,20.173325359142606,12.710990027323849,2.029338169140799
Tozeur,2016,10,6.439861702242989,4.722149699584514,1.54350820962663
Tozeur,2016,11,8.538350439292355,5.246097508144242,2.446314102564101
Tozeur,2016,12,15.233359610604875,8.14132502892239,3.113191632928473
Tozeur,2017,1,1.3343078868678968,1.0951300607378338,0.4168915879442193
Tozeur,2017,2,5.682623667790361,3.5743507598118294,2.3787955465587047
Tozeur,2017,3,7.193057023766364,4.427039786864923,1.8488810166441736
Tozeur,2017,4,19.394413955967146,8.846895521891257,4.007900359874041
Tozeur,2017,5,7.937031271975122,2.9437661126953105,4.062106387764281
Tozeur,2017,6,3.325931517825407,2.350046288444117,1.754259446693657
Tozeur,2017,7,0.14801595505750959,0.14801595505750959,0.05514788573999098
Tozeur,2017,8,0.008458344903458249,0.008458344903458249,0.004034525416104362
Tozeur,2017,9,12.359354583983057,5.606856634641784,2.795096716149346
Tozeur,2017,10,17.40244862222074,13.649281369670513,1.5333305218173636
Tozeur,2017,11,20.964725899487867,11.632491208428576,2.3055696131354027
Tozeur,2017,12,5.184293679604779,3.7176155243596787,1.5659581646423755
Tozeur,2018,1,4.197456420465859,2.8945053113633654,1.6719663742690054
Tozeur,2018,2,12.91436604013874,10.427216619370462,1.9265772604588383
Tozeur,2018,3,7.355519065159167,4.663900888390465,2.418142712550607
Tozeur,2018,4,9.927695010640422,4.5307903257636415,4.313399685110209
Tozeur,2018,5,10.061654640872781,3.9240322552614644,3.2873791048133127
Tozeur,2018,6,4.804666723620296,2.848803261411425,2.896550269905531
Tozeur,2018,7,0.42580086637218756,0.4253286505949622,0.45532501124606367
Tozeur,2018,8,3.0500441627253614,1.528104004049207,3.394244826810615
Tozeur,2018,9,9.191176545897141,6.730911456789185,1.7822621457489882
Tozeur,2018,10,13.796758151273409,5.673765982582899,3.8410228295096713
Tozeur,2018,11,10.34088898716671,6.051415015808024,2.2163461538461537
Tozeur,2018,12,2.698515785497562,1.868197062935509,2.140505510571299
Tozeur,2019,1,6.7363092550589725,5.454012061735289,1.457405533063427
Tozeur,2019,2,5.283482552763261,2.3437900319469214,3.4640969410706237
Tozeur,2019,3,13.006412323653523,4.645196425374485,3.941393949617632
Tozeur,2019,4,11.773747452848092,9.31356653202454,2.6686628430049453
Tozeur,2019,5,11.220802068879573,8.22395644239407,2.461510346378766
Tozeur,2019,6,2.1948076620009416,1.9434910939090548,1.2274516419253263
Tozeur,2019,7,0.011518554994103284,0.011518554994103284,0.007239653621232565
Tozeur,2019,8,2.5558595888624964,2.5480252494930777,0.6349105937921725
Tozeur,2019,9,16.7338962328515,10.839426220555957,2.493027440395859
Tozeur,2019,10,10.742781745484393,6.979598776575171,2.418719073324335
Tozeur,2019,11,16.850937457287593,7.265722658992939,4.489006972559603
Tozeur,2019,12,6.6009210933882105,2.516689692525459,3.6626180836707123
Tozeur,2020,1,4.363015574981672,2.435560812066788,1.3309997750787221
Tozeur,2020,2,4.095966296299813,3.7701858832034576,1.3061459739091328
Tozeur,2020,3,11.421360540657467,6.484365183137793,2.6250421727395397
Tozeur,2020,4,10.280503055949664,4.903573693922922,3.162069838056679
Tozeur,2020,5,7.702965195991257,2.8019408309749223,5.2782416779127255
Tozeur,2020,6,4.869173644123942,2.2514972646950695,4.735295771479978
Tozeur,2020,7,0.18272725101807769,0.16590967775705573,0.3517065901934322
Tozeur,2020,8,0.0,0.0,0.0
Tozeur,2020,9,16.429543115529825,10.929707108721551,2.812022042285199
Tozeur,2020,10,5.265073630847216,3.5283715676481093,1.6173948493027435
Tozeur,2020,11,10.237484363305283,5.827394971061783,2.075812528115157
Tozeur,2020,12,5.585185084269085,4.534304516784611,1.487474696356275
Tozeur,2021,1,2.92091085469108,2.5611479397849743,0.8286240440845699
Tozeur,2021,2,6.024142683921246,1.992518124182331,5.472109761583445
Tozeur,2021,3,3.5011218980095475,2.5754771716691613,1.2143640350877194
Tozeur,2021,4,8.152326489079805,3.9918227266324173,2.9326641925326116
Tozeur,2021,5,7.768887918409806,2.1378186970590547,5.871007647323431
Tozeur,2021,6,4.750847845471927,1.8770821839646403,3.6815677013045423
Tozeur,2021,7,0.0,0.0,0.0
Tozeur,2021,8,0.08024751664957533,0.08024751664957533,0.027341992802519106
Tozeur,2021,9,7.515918847066197,5.857346507473883,1.4340980656770126
Tozeur,2021,10,1.9421879436470502,1.0892719897134473,0.5381944444444444
Tozeur,2021,11,15.378271963608206,9.412536756135944,2.30109930274404
Tozeur,2021,12,0.054676655155417586,0.043625572043606335,0.01851383265856949
Tozeur,2022,1,2.353359649947403,2.2000336258986795,0.5012792397660818
Tozeur,2022,2,4.065232825911678,2.508870900479561,1.482132816014395
Tozeur,2022,3,18.724397997070614,7.4614072004069145,4.24855206927575
Tozeur,2022,4,8.658853498938957,4.088039577972548,3.913405308142145
Tozeur,2022,5,7.338263532109937,3.393235038178315,2.816661043634727
Tozeur,2022,6,3.2308870897843662,2.3073463153481155,2.3379582771030143
Tozeur,2022,7,0.11663612754855449,0.11663612754855449,0.05294084570400357
Tozeur,2022,8,0.1920038046138515,0.1920038046138515,0.07481443994601886
Tozeur,2022,9,13.09712910336018,8.502809662688602,2.3559098065677007
Tozeur,2022,10,3.2656250052351807,3.081371178752498,0.6669478182636076
Tozeur,2022,11,4.6792752286716714,3.398438535382685,1.1864597390913176
Tozeur,2022,12,6.98010872684593,6.109608217440393,1.5096716149347726
Tozeur,2023,1,0.3580992879782555,0.2524452808099825,0.1579509671614934
Tozeur,2023,2,7.2902774017746585,3.457068195696408,2.7052828385065206
Tozeur,2023,3,5.085400424935371,3.8976275950462416,2.055836707152495
Tozeur,2023,4,8.138446071302898,7.088181502651213,1.6598206252811514
Tozeur,2023,5,17.754770105593217,9.238740028733877,2.9812471884840286
Tozeur,2023,6,6.7822032249656194,3.6393156946744387,1.8016053756185328
Tozeur,2023,7,0.2511331722411789,0.2511331722411789,0.33838000449842537
Tozeur,2023,8,3.466713725912225,2.8029102376631614,1.4052378542510116
Tozeur,2023,9,6.687576072980125,4.751105810386126,1.6362320062977953
Tozeur,2023,10,1.6318033838571708,1.18448000158771,0.5388410931174087
Tozeur,2023,11,10.625810482882345,6.668977425140846,2.1653311965811946
Tozeur,2023,12,8.37720085278545,5.044884257789429,2.505313765182186
Tozeur,2024,1,3.2848482891201636,2.401724916762572,1.1004695231668913
Tozeur,2024,2,5.724862813914284,1.610813410606217,5.809899347728289
Tozeur,2024,3,6.3876177519492785,3.3188946572288676,2.298456477732792
Tozeur,2024,4,19.16485050612018,11.244697278052955,6.186501911830856
Tozeur,2024,5,9.465591420042365,5.175262082845731,4.244278565002248
Tozeur,2024,6,2.787437172945731,1.8022806335532187,2.338141025641025
Tozeur,2024,7,0.0,0.0,0.0
Tozeur,2024,8,3.316107386556064,1.8556145524352217,4.375365497076024
Tozeur,2024,9,21.272095129139256,10.902708288505028,4.709415766981555
Tozeur,2024,10,14.179767901138474,9.71798962684121,3.331899460188933
Tozeur,2024,11,3.237531268313103,1.8750065245836953,0.9253261358524512
Tozeur,2024,12,0.7486996260604445,0.5622667407384871,0.25191183085919916
