governorate,year,month,LST_Day_C_mean,LST_Day_C_max,LST_Day_C_std,LST_Night_C_mean,LST_Night_C_max,LST_Night_C_std,image_count
Kebili,2020,8,47.03072326921995,49.43790457405873,1.6407857738470215,27.534910210940982,28.75092937973972,1.0849473100075602,4
Kebili,2020,9,41.136490159986735,44.07229526130709,2.3579508932525965,24.053207265543232,25.633140239723183,1.3318545158745538,4
Kebili,2020,10,33.898905543895125,35.763065084694276,1.3750820777321437,13.728949915776084,15.485218189173091,1.5091350268334338,4
Kebili,2020,11,26.031255273932125,29.66282658816136,2.9949189766790982,10.751240343064989,11.884320241283827,1.0223500902212905,3
Kebili,2020,12,19.348802015582322,21.757816492075772,2.757894562483978,5.0833484979241845,8.125960039613291,2.5698333525433283,4
Kebili,2021,1,21.046420604618003,24.166829164678337,1.9992066222478977,3.31807331367861,6.218095150788072,2.254251405460045,4
Kebili,2021,2,24.10506311759751,26.224297802766124,1.7229879483999,6.518051068004653,9.198962876151539,2.4173545563513543,4
Kebili,2021,3,30.491000469073935,33.0645052941975,2.439600511293304,8.959978414185715,11.457463397650859,2.1056429701238955,4
Kebili,2021,4,34.18447264653753,38.00584017357051,3.329264001397083,12.75427313021509,15.42369789358829,2.292880885011958,3
Kebili,2021,5,40.963496517849585,43.01832137100426,1.926516281632074,20.276330433564123,22.370556536487758,1.963289490065406,4
Kebili,2021,6,44.48028972981108,48.317260435441014,3.4379576299109327,25.595564760906772,28.474109279247,2.6035068150714085,4
Kebili,2021,7,47.732246165535045,50.44729510213886,2.5184625246195074,27.57706753225109,28.89134971472552,1.2357386954805074,4
Kebili,2021,8,46.32181647378214,50.300722918904796,3.1516569234759433,28.22642585965022,30.020190363765504,1.2327862189332255,4
Kebili,2021,9,41.80541873167507,44.26672263429118,1.9303049334886384,24.372491535859076,25.632224131271958,1.0200067202445646,4
Kebili,2021,10,33.46575405797884,35.355412484866214,1.4448225351632524,12.474474293390541,13.262221012951176,0.7412220710656934,3
Kebili,2021,11,24.91007425016866,31.44138939340617,5.490822721668196,7.501104396973093,10.283009624373193,2.1040166454754523,4
Kebili,2021,12,18.507336837369223,21.635186200214875,2.1664053514771635,4.864597936164144,7.240750348560719,1.6126827051521337,4
Kebili,2022,1,18.138421161477382,19.189847529510377,0.9073353963997421,2.905724804962363,4.925289707723369,1.4847894778121222,4
Kebili,2022,2,24.473606731319542,27.019013300796185,2.446054309132131,5.512984068720895,7.162640605376248,1.291030947663228,4
Kebili,2022,3,28.325357180079504,29.97392947291475,1.2142445242449287,10.698067949480466,13.098166630399563,2.1285213511018157,4
Kebili,2022,4,33.26268858905188,35.93982705025766,2.147456106627418,11.749299581977173,13.25448415666871,1.375546390594249,3
Kebili,2022,5,42.67066761847793,46.233641234488786,3.2256339108154277,20.920122003064233,25.740288271858898,3.5965294998542214,4
Kebili,2022,6,48.91293000827229,49.88315911460585,0.7345627712078572,27.80615922449765,29.927778804982676,1.5331589668367342,4
Kebili,2022,7,47.70239104279614,49.8637012169324,1.712604295576303,28.21826837233971,29.38692204375503,0.8178305482979171,4
Kebili,2022,8,47.08286421146322,48.21097103675803,0.9497527659354565,28.631789288718778,29.0585615333529,0.34249236826969043,4
Kebili,2022,9,40.97531884815099,45.47911880535747,4.001445757475431,25.49122909548035,28.529520323604366,2.8882915997097367,4
Kebili,2022,10,36.67874635602852,38.43509582291692,1.7563494668881352,16.686328445253615,17.966460704723147,1.2801322594694962,3
Kebili,2022,11,26.66845974635139,29.237961865905437,2.5020572364404488,7.434878375292079,9.573129659389046,1.9700573979086657,4
Kebili,2022,12,21.72527975914382,22.98631699220572,0.9532979870001935,8.182833328705437,11.27492188914052,2.2804577033842457,4
Kebili,2023,1,18.756747225961945,20.78271352973066,1.6558216222153335,3.2406225165641933,5.329821723056765,1.7801972746590986,4
Kebili,2023,2,21.185616828545854,24.093079235405156,2.5602999775277357,6.80407471063275,8.309916043066183,1.3035672808416239,4
Kebili,2023,3,32.381254659305306,33.76571634794507,1.0802216044818413,10.728618803396605,11.93264235222146,1.0282198957437834,4
Kebili,2023,4,34.74069544215319,40.67777073318991,4.412071705072636,15.242045156654136,18.238454586915203,2.5107781108696554,3
Kebili,2023,5,37.99648411740812,40.31929177981038,1.8415615813337034,16.322470457487157,18.449499569525802,1.903035965041804,4
Kebili,2023,6,43.39701679537489,46.977279413528294,2.634994311266845,25.93180856551917,27.77325199763391,1.8144694944690807,4
Kebili,2023,7,48.79085287723122,50.05537163313741,1.0966424733372484,30.09577239260981,30.971352935883814,0.7458016425862029,4
Kebili,2023,8,44.07673751906569,46.453006552934795,2.730575485282849,27.099860008986273,28.326345409914968,1.2882603909262813,4
Kebili,2023,9,40.24740053256664,42.891677642007785,2.2407104787623875,24.294797278043674,25.967142908226066,1.618033691925363,4
Kebili,2023,10,35.21694483655071,36.89534316891324,1.4038232745021628,17.242347999084856,17.9589368000659,0.6879563251298165,3
Kebili,2023,11,26.220801055249172,29.7664146764458,3.449401346058116,10.092562476680772,13.512323981177742,2.6659956171551005,4
Kebili,2023,12,17.073241550431465,19.63703480609753,1.8184284202325511,7.097932836960993,8.237074349594225,1.0815004512673825,4
Kebili,2024,1,17.626683881298977,20.782862648813992,2.5324061084247314,5.447142848609037,7.426591506193376,1.7357730104797575,4
Kebili,2024,2,22.345790184809093,24.41813977384753,1.7185400378103115,6.447866748834937,8.515556255827079,1.8268987358468738,4
Kebili,2024,3,29.242474878672716,31.491450750947028,2.1413785285277807,11.467422197044732,14.580944575185443,2.323606752816111,4
Kebili,2024,4,32.931788054619524,37.27581809206573,3.540318601549764,12.686076133003752,16.469806224997342,2.715147643762198,4
Kebili,2024,5,38.276584203465596,40.89036665095338,2.1004870236661652,21.59396529667148,23.670080566749288,2.2360056159546504,3
Kebili,2024,6,40.60484344822109,42.04051240691009,1.1522067610566422,25.242965722283035,27.392369502027435,1.4740897897755079,4
Kebili,2024,7,44.768808132203674,46.93639708944497,1.661244725956421,28.32432071281795,29.509817649883225,1.040627943312141,4
Kebili,2024,8,44.22896456333477,46.20575840324825,1.3642551115263013,28.851600630015458,29.826368120824753,0.792907940857013,4
Kebili,2024,9,38.400760485517054,41.16136027506627,1.9844748496177775,25.447681714534152,27.755183910547302,1.6795113711693233,4
Kebili,2024,10,30.622443364087,35.22588938054208,3.622089793719837,19.23266485311773,23.429450559945348,3.2910766888347625,4
Kebili,2024,11,24.345953003262597,26.331261534065014,1.977460011846186,11.305779515618074,12.879870975613837,1.3429977440115883,3
Kebili,2024,12,16.886129385839023,19.113290544755554,1.7186055701879748,4.9787047574505445,6.364731018404428,1.1448680345616393,4
Tozeur,2002,1,19.57007095706042,23.417791035784226,2.569431859163458,5.5872717190086965,7.34747591584963,1.3145522460570893,4
Tozeur,2002,2,26.484761156376365,30.492870821732946,2.5920381853751047,9.142799378549707,11.28625474180418,1.366267973096904,4
Tozeur,2002,3,30.479595731336545,32.939674134785804,2.853806597778706,12.307551801576507,14.557555617499593,1.731094401459109,4
Tozeur,2002,4,36.25488821799584,40.03014972580429,2.9275583442967177,16.123057522838362,17.89858743409236,1.4057225182798865,3
Tozeur,2002,5,39.435897416299994,42.01374424661108,1.9072522838995845,20.188993914192757,22.402761896519287,1.8910682411183293,4
