governorate,year,NDVI_mean_mean,NDVI_mean_max,NDVI_mean_min,NDVI_mean_std,NDVI_max_mean,NDVI_max_max,NDVI_max_min,NDVI_max_std,NDVI_std_mean,NDVI_std_max,NDVI_std_min,NDVI_std_std,image_count_mean,image_count_max,image_count_min,image_count_std,LST_Day_C_mean_mean,LST_Day_C_mean_max,LST_Day_C_mean_min,LST_Day_C_mean_std,LST_Day_C_max_mean,LST_Day_C_max_max,LST_Day_C_max_min,LST_Day_C_max_std,LST_Day_C_std_mean,LST_Day_C_std_max,LST_Day_C_std_min,LST_Day_C_std_std,LST_Night_C_mean_mean,LST_Night_C_mean_max,LST_Night_C_mean_min,LST_Night_C_mean_std,LST_Night_C_max_mean,LST_Night_C_max_max,LST_Night_C_max_min,LST_Night_C_max_std,LST_Night_C_std_mean,LST_Night_C_std_max,LST_Night_C_std_min,LST_Night_C_std_std,ETa_mean_mean,ETa_mean_max,ETa_mean_min,ETa_mean_std,ETa_max_mean,ETa_max_max,ETa_max_min,ETa_max_std,ETa_std_mean,ETa_std_max,ETa_std_min,ETa_std_std,PET_mean_mean,PET_mean_max,PET_mean_min,PET_mean_std,PET_max_mean,PET_max_max,PET_max_min,PET_max_std,PET_std_mean,PET_std_max,PET_std_min,PET_std_std,precip_total_mm_mean,precip_total_mm_max,precip_total_mm_min,precip_total_mm_std,precip_max_daily_mm_mean,precip_max_daily_mm_max,precip_max_daily_mm_min,precip_max_daily_mm_std,rain_days_mean,rain_days_max,rain_days_min,rain_days_std,tws_anomaly_cm_mean,tws_anomaly_cm_max,tws_anomaly_cm_min,tws_anomaly_cm_std,tws_weighted_cm_mean,tws_weighted_cm_max,tws_weighted_cm_min,tws_weighted_cm_std,tws_estimated_Mm3_mean,tws_estimated_Mm3_max,tws_estimated_Mm3_min,tws_estimated_Mm3_std,temp_2m_K_mean_mean,temp_2m_K_mean_max,temp_2m_K_mean_min,temp_2m_K_mean_std,temp_2m_K_max_mean,temp_2m_K_max_max,temp_2m_K_max_min,temp_2m_K_max_std,temp_2m_K_std_mean,temp_2m_K_std_max,temp_2m_K_std_min,temp_2m_K_std_std,precip_m_mean_mean,precip_m_mean_max,precip_m_mean_min,precip_m_mean_std,precip_m_max_mean,precip_m_max_max,precip_m_max_min,precip_m_max_std,precip_m_std_mean,precip_m_std_max,precip_m_std_min,precip_m_std_std,dewpoint_2m_K_mean_mean,dewpoint_2m_K_mean_max,dewpoint_2m_K_mean_min,dewpoint_2m_K_mean_std,dewpoint_2m_K_max_mean,dewpoint_2m_K_max_max,dewpoint_2m_K_max_min,dewpoint_2m_K_max_std,dewpoint_2m_K_std_mean,dewpoint_2m_K_std_max,dewpoint_2m_K_std_min,dewpoint_2m_K_std_std,solar_rad_Jm2_mean_mean,solar_rad_Jm2_mean_max,solar_rad_Jm2_mean_min,solar_rad_Jm2_mean_std,solar_rad_Jm2_max_mean,solar_rad_Jm2_max_max,solar_rad_Jm2_max_min,solar_rad_Jm2_max_std,solar_rad_Jm2_std_mean,solar_rad_Jm2_std_max,solar_rad_Jm2_std_min,solar_rad_Jm2_std_std,wind_u_ms_mean_mean,wind_u_ms_mean_max,wind_u_ms_mean_min,wind_u_ms_mean_std,wind_u_ms_max_mean,wind_u_ms_max_max,wind_u_ms_max_min,wind_u_ms_max_std,wind_u_ms_std_mean,wind_u_ms_std_max,wind_u_ms_std_min,wind_u_ms_std_std,wind_v_ms_mean_mean,wind_v_ms_mean_max,wind_v_ms_mean_min,wind_v_ms_mean_std,wind_v_ms_max_mean,wind_v_ms_max_max,wind_v_ms_max_min,wind_v_ms_max_std,wind_v_ms_std_mean,wind_v_ms_std_max,wind_v_ms_std_min,wind_v_ms_std_std,S2_NDVI_mean_mean,S2_NDVI_mean_max,S2_NDVI_mean_min,S2_NDVI_mean_std,S2_NDWI_mean_mean,S2_NDWI_mean_max,S2_NDWI_mean_min,S2_NDWI_mean_std,S2_NDVI_std_mean,S2_NDVI_std_max,S2_NDVI_std_min,S2_NDVI_std_std,S2_NDWI_std_mean,S2_NDWI_std_max,S2_NDWI_std_min,S2_NDWI_std_std,NDVI_pollination_mean,NDVI_pollination_max,NDVI_fruit_dev_mean,NDVI_fruit_dev_max,NDVI_harvest_mean,NDVI_harvest_max,production_t_minus_1,elevation_mean_m,elevation_std_m,elevation_min_m,elevation_max_m,clay_pct,sand_pct,soc_g_kg,production_tonnes
Gabes,2002,0.10791291824016497,0.1144077179615452,0.1027165328942645,0.004353954159544807,0.1107712390569372,0.1186902535235773,0.1054757416163873,0.004994474715132008,0.0028583208167722745,0.0042825355620323,0.0,0.0010955241510331344,1.9166666666666667,2,1,0.28867513459481287,32.08855222474701,45.33850430060642,18.494937017215364,8.956149256631887,34.88137578535188,47.56720848021118,21.507833166872757,8.936641282574033,2.36456213723924,3.2821416068510123,1.684882993403901,0.4760852645096125,15.33367242011038,24.306961664123683,5.03730406110066,6.5115741263672176,17.22931437548227,25.422965856926155,7.139251659197359,6.571561233341076,1.4801848707513774,2.6761779302395268,0.7801303677691727,0.541423628135909,,,,,,,,,,,,,,,,,,,,,,,,,13.039420587945665,30.247160148622697,0.2095951863802168,8.89696123931892,8.545291763176381,18.25432774352952,0.2095951863802168,5.891846593716493,1.9811890220585828,3.30963956778726,0.2696631668651466,0.8440681573344195,-0.8757275862846864,0.1320193774607708,-1.6218227147737465,0.5859858416772126,-0.14815102276085967,0.0223343492901077,-0.2743715028435963,0.09913402652550461,-63.65753145988621,9.596623202973516,-117.89194734183648,42.59590851747883,293.09734459821254,301.96603572855184,282.7553372801393,6.6903969526590235,293.09734459821254,301.96603572855184,282.7553372801393,6.6903969526590235,0.0,0,0,0.0,0.009027959060792708,0.0208233942553784,0.0004190187904438,0.007763421545798865,0.009027959060792708,0.0208233942553784,0.0004190187904438,0.007763421545798865,0.0,0,0,0.0,282.0862157190039,290.51378755831314,275.5519097207936,5.2835984921937085,282.0862157190039,290.51378755831314,275.5519097207936,5.2835984921937085,0.0,0,0,0.0,610618932.2176353,852600305.2503835,338623173.6608488,194637342.23338646,610618932.2176353,852600305.2503835,338623173.6608488,194637342.23338646,0.0,0,0,0.0,-0.7747653133507608,3.3848025864840827,-4.340639174019505,2.6268604930476034,-0.7747653133507608,3.3848025864840827,-4.340639174019505,2.6268604930476034,0.0,0,0,0.0,0.09434600025188593,1.6036663836936125,-0.7771721114384144,0.8180575690104276,0.09434600025188593,1.6036663836936125,-0.7771721114384144,0.8180575690104276,0.0,0,0,0.0,,,,,,,,,,,,,,,,,0.10870540258374765,0.1092436448015953,0.1037508772792334,0.1061989095104901,0.11002307092912715,0.1132866388273555,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304,18000.0
Gabes,2003,0.11925431809054125,0.1299115419968201,0.1116548149171204,0.006598964923285857,0.1227694428234523,0.1365791754411534,0.1137444874469027,0.007460270559558599,0.0035151247329109417,0.006667633444333,0.0,0.001609284792098493,1.9166666666666667,2,1,0.28867513459481287,32.34921845540756,46.49030872373893,16.13921357580682,11.332985204095648,35.37812186017106,49.88921788940756,19.76865283236316,11.427823115902047,2.513344033200145,4.085932884556296,1.2877126140969564,0.8437327298743853,15.788758777764734,26.41926113285813,5.968324669107893,7.6929491710903095,17.90073129382036,27.41416047466734,8.847425716698787,7.173646611420274,1.7058986645406857,3.3821881521632453,0.5772069613719626,0.6637748288476071,,,,,,,,,,,,,,,,,,,,,,,,,23.293550778343768,79.46284925561775,0.0,22.195049139946814,13.414686402612077,56.646102123810415,0.0,15.436433852458471,2.5195448072924065,5.048214227184826,0.0,1.5729538055102132,0.17143659039590195,1.7293658384633592,-0.6087120298414731,0.604334441670717,0.029002747662137448,0.2925650872584812,-0.1029787244346743,0.10223814691390115,12.461900615467217,125.7093666932242,-44.24789831509087,43.92968696596506,293.2229324136737,304.3205610335634,283.2772940316234,7.841070122613973,293.2229324136737,304.3205610335634,283.2772940316234,7.841070122613973,0.0,0,0,0.0,0.01573973927129,0.0420196217243817,0.0002638009690994,0.013427608958060444,0.01573973927129,0.0420196217243817,0.0002638009690994,0.013427608958060444,0.0,0,0,0.0,283.09753034970356,290.1217361770101,275.83343602306667,4.833846422667286,283.09753034970356,290.1217361770101,275.83343602306667,4.833846422667286,0.0,0,0,0.0,596604751.2116653,870709117.8331724,321660851.6569225,206862666.84030917,596604751.2116653,870709117.8331724,321660851.6569225,206862666.84030917,0.0,0,0,0.0,-1.0001819698471055,3.232030863527892,-3.6506909501453255,2.30310168501069,-1.0001819698471055,3.232030863527892,-3.6506909501453255,2.30310168501069,0.0,0,0,0.0,-0.1332299790292435,1.2383067478199703,-1.06490122073417,0.7360321367481898,-0.1332299790292435,1.2383067478199703,-1.06490122073417,0.7360321367481898,0.0,0,0,0.0,,,,,,,,,,,,,,,,,0.12680670303718725,0.129165747312539,0.11286277893221555,0.1156531697003023,0.12295521516887095,0.1240766347838646,18000.0,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304,17500.0
Gabes,2004,0.13553633500952753,0.1675548424775013,0.1207856603149746,0.016723657710425752,0.13952945936510222,0.1735437187411782,0.1207856603149746,0.018493621257239235,0.003993124355574459,0.0108642058192312,0.0,0.002722575059650854,1.9166666666666667,2,1,0.2886751345948129,32.68703715383447,46.642646797096695,17.466300413487243,10.748551481208569,35.22009479831411,48.438741571164265,19.614349172568257,10.617157256621754,2.153604202606035,3.970278681295444,1.1046693977623858,0.9517324284225758,15.61373361800774,25.603764266571027,6.709411413431021,6.96028816193355,17.648225458463465,27.06334461170841,8.837675085230286,6.763704435077905,1.6480542407175245,2.692387566545316,0.7399513120431451,0.746637683354059,,,,,,,,,,,,,,,,,,,,,,,,,16.8757295654591,50.18667367347749,0.0,16.8519394087348,9.17647795119601,28.236812889333063,0.0,8.537341584197087,2.046264936067622,4.5819248544177285,0.0,1.3985349876337618,1.0129405353407381,1.773062164771357,0.1112492089855819,0.5436312532212441,0.17136399338901045,0.2999574036989018,0.0188205605837711,0.09196869829256812,73.63168067939004,128.88569722134412,8.086818471634778,39.51711028235066,292.9083879778805,302.72631592543644,283.18678553681656,6.6740406883154755,292.9083879778805,302.72631592543644,283.18678553681656,6.6740406883154755,0.0,0,0,0.0,0.010324699904337797,0.0332976536003037,3.570956040134877e-05,0.011134371294122484,0.010324699904337797,0.0332976536003037,3.570956040134877e-05,0.011134371294122484,0.0,0,0,0.0,282.7663273476014,289.8477867994582,276.99974181893555,4.2179027225128936,282.7663273476014,289.8477867994582,276.99974181893555,4.2179027225128936,0.0,0,0,0.0,607652640.0427837,874994200.728914,313474082.6765177,199377593.7961443,607652640.0427837,874994200.728914,313474082.6765177,199377593.7961443,0.0,0,0,0.0,-0.9696599225821854,2.6747784781455364,-3.716069045156909,2.2421648049980614,-0.9696599225821854,2.6747784781455364,-3.716069045156909,2.2421648049980614,0.0,0,0,0.0,0.13909943791370208,1.2941187645055052,-1.0606454398468632,0.7302958145850225,0.13909943791370208,1.2941187645055052,-1.0606454398468632,0.7302958145850225,0.0,0,0,0.0,,,,,,,,,,,,,,,,,0.1643415794057334,0.1675548424775013,0.12535038218665326,0.1297436099321352,0.12125347418419466,0.1217212880534147,17500.0,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304,20000.0
Gabes,2005,0.11732699155066321,0.1412618775369755,0.1068791977440701,0.009364254814212939,0.1207269101206213,0.1462507509947791,0.108647334992148,0.010542143734778478,0.0033999185699580916,0.0106257440364849,0.0,0.002603560627982175,1.9166666666666667,2,1,0.28867513459481287,32.220324864715394,44.24738658067931,14.975948644482472,10.569455978160418,35.16569050501068,47.88133124753078,16.93945398174693,10.99947960954673,2.461633872649423,4.35551771581622,0.8262494334343448,1.2456004198629547,14.988263343623567,24.697554477905516,4.583569826397534,7.409938638928016,17.086898433774465,26.59814678206953,6.141714392864648,7.499157893450325,1.7116336815701239,3.776231920675492,0.9198073409747316,0.8402589960147084,,,,,,,,,,,,,,,,,,,,,,,,,15.495795245286283,60.66622629340265,0.0810496766987078,16.973847558795825,7.42916418027458,27.8662544691134,0.0810496766987078,7.609846307818443,2.5398990119707054,4.284117602071476,0.1598509761933376,1.2778594393047122,0.9562879149052551,1.5418246273647946,0.4980170331301913,0.369634241154387,0.1617797987249964,0.2608378439133911,0.0842519225911211,0.06253279185458303,69.51354391615648,112.07680477270588,36.20136609895295,26.869090004077236,292.7112908951869,302.60275997310947,282.2037724368969,7.52128616708786,292.7112908951869,302.60275997310947,282.2037724368969,7.52128616708786,0.0,0,0,0.0,0.010347733781790268,0.0571832188350859,0.0001251871154556,0.015531432080487512,0.010347733781790268,0.0571832188350859,0.0001251871154556,0.015531432080487512,0.0,0,0,0.0,282.2132046199675,289.4659262024055,272.5315310352557,5.952306139461884,282.2132046199675,289.4659262024055,272.5315310352557,5.952306139461884,0.0,0,0,0.0,599561001.677785,864464262.9487808,305556820.84605765,197367047.1922346,599561001.677785,864464262.9487808,305556820.84605765,197367047.1922346,0.0,0,0,0.0,-1.3444856136471586,2.7006498660312954,-3.9750886225799738,2.4135714242880004,-1.3444856136471586,2.7006498660312954,-3.9750886225799738,2.4135714242880004,0.0,0,0,0.0,-0.17992489747280857,0.9160407137522446,-0.8030359378462493,0.5194878221521897,-0.17992489747280857,0.9160407137522446,-0.8030359378462493,0.5194878221521897,0.0,0,0,0.0,,,,,,,,,,,,,,,,,0.11375903349203234,0.1151309418294719,0.11124871842477657,0.1201697620336066,0.1198147208231679,0.1203362229508221,20000.0,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304,21000.0
Gabes,2006,0.14140180557658344,0.1760787224106785,0.1208620847570806,0.018793315762424302,0.14679105419357524,0.1812272672422116,0.123334086623268,0.021399100116037687,0.0053892486169919,0.0119307196723137,0.0,0.0036765167506329017,1.9166666666666667,2,1,0.28867513459481287,32.95266277654917,47.34821974450269,14.322437859681518,11.104935847900743,35.63649872806117,49.4211636660931,16.01111202048575,11.341584046467263,2.12763892220802,4.643652713201474,0.8194806459663271,1.2761831485020994,15.948442400582516,26.07348248723017,4.13620842024781,7.219571142840501,17.861455634482255,27.83570381459664,6.35970142070066,7.445222458456824,1.4893099362077205,3.3431943898072345,0.6117408006839113,0.8409301641246457,,,,,,,,,,,,,,,,,,,,,,,,,24.560856283337916,69.22432209802429,0.3686420038115325,23.983058073376235,11.423987263621152,34.29946952952943,0.2616957514329724,10.843154608144467,3.059433804222341,6.519365447016789,0.4400135476187876,1.789561272158266,0.5954297983098558,2.4570396514248167,-0.0651784842864282,0.7345223768203575,0.10073170582206666,0.4156691453182537,-0.0110265558151526,0.12426266235182602,43.282399357625614,178.60471836034725,-4.73789050265477,53.3931807593326,293.0753156076674,302.46565632443827,281.3344219504852,7.268759020453167,293.0753156076674,302.46565632443827,281.3344219504852,7.268759020453167,0.0,0,0,0.0,0.01377560718101805,0.0387107449905502,0.00065104131966,0.012561905486453674,0.01377560718101805,0.0387107449905502,0.00065104131966,0.012561905486453674,0.0,0,0,0.0,282.6600675863948,289.7957182707567,276.0058118691206,4.7020486796831715,282.6600675863948,289.7957182707567,276.0058118691206,4.7020486796831715,0.0,0,0,0.0,602914819.2235616,856938522.3312988,309478700.65774345,202769852.5591517,602914819.2235616,856938522.3312988,309478700.65774345,202769852.5591517,0.0,0,0,0.0,-1.0800121249959962,1.7925870413988751,-3.608833271068901,2.1480104423093356,-1.0800121249959962,1.7925870413988751,-3.608833271068901,2.1480104423093356,0.0,0,0,0.0,0.013068020391216134,0.6004395411893664,-0.4863370415596331,0.3892002644636108,0.013068020391216134,0.6004395411893664,-0.4863370415596331,0.3892002644636108,0.0,0,0,0.0,,,,,,,,,,,,,,,,,0.16372174758380542,0.1760787224106785,0.12440967981092385,0.126433331629528,0.1331430749095171,0.1410484658322731,21000.0,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304,20000.0
Gabes,2007,0.15420276368503819,0.1891051822474592,0.1345743135890169,0.021429916469692348,0.1588859219404953,0.1998770006499663,0.1346123014043082,0.024050790713509625,0.0046831582554569835,0.010771818402508,0.0,0.0029866956578719927,1.9166666666666667,2,1,0.28867513459481287,32.88980951686456,47.43375778963589,19.70420834605553,10.111749360959678,36.058305347921454,50.05233627009546,21.542953207955744,9.93963123780464,2.4631560641438432,3.7187208374740175,1.1937566070456511,0.7447117542116007,15.842584394790137,26.03718780802993,6.195976115195064,7.120825755905932,17.90925953000082,26.980498210022446,9.645775418049803,6.893503395391485,1.6123718553440611,2.6137251502841625,0.6694804155190048,0.5867282739052189,,,,,,,,,,,,,,,,,,,,,,,,,18.262321807356784,46.30974681582752,0.0010111223848524,16.595933641605907,10.734315810524569,32.11981916273926,0.0010111223848524,10.064882570798684,2.6329032328551616,7.839482568366312,0.0027860022506527,2.1291251356573966,-0.1243394913956507,0.788307772034991,-0.9105727993375292,0.5354245938691617,-0.021035106245747923,0.1333617948165815,-0.1540459540533638,0.09058033849266824,-9.03836445167297,57.30289599678876,-66.19046553764939,38.9205598435297,293.0476225892896,302.8326676522849,284.3877429985656,6.845564624759373,293.0476225892896,302.8326676522849,284.3877429985656,6.845564624759373,0.0,0,0,0.0,0.018165632222266026,0.0673937790016324,0.0001014141986951,0.02416890475583586,0.018165632222266026,0.0673937790016324,0.0001014141986951,0.02416890475583586,0.0,0,0,0.0,282.46212458541123,288.9981855000794,276.4363993235552,4.614824878397384,282.46212458541123,288.9981855000794,276.4363993235552,4.614824878397384,0.0,0,0,0.0,604055194.6896886,880421990.865974,315600036.10222363,197682244.59273344,604055194.6896886,880421990.865974,315600036.10222363,197682244.59273344,0.0,0,0,0.0,-1.1939475442482865,1.852497016135284,-4.221214386956393,2.2910018870565687,-1.1939475442482865,1.852497016135284,-4.221214386956393,2.2910018870565687,0.0,0,0,0.0,-0.24518738187256292,0.7318440095854777,-1.46828152179857,0.5640549671061116,-0.24518738187256292,0.7318440095854777,-1.46828152179857,0.5640549671061116,0.0,0,0,0.0,,,,,,,,,,,,,,,,,0.18089134072134588,0.1891051822474592,0.13897815834396363,0.1445758132751556,0.1361714707337191,0.13773064006313,20000.0,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304,18670.0
Gabes,2008,0.13049283682237603,0.157596939677935,0.1180140910722167,0.014451578588877443,0.1347013508849089,0.1666963584818821,0.1211551064778459,0.01585300290591848,0.004208514062532867,0.0090994188039467,0.0,0.0024653340143108303,1.9166666666666667,2,1,0.2886751345948129,33.536853634565716,46.72569926941727,17.220008280197263,10.735650284558258,36.62053145567545,50.023134919303786,18.547126784587324,11.222157066163732,2.3231173458916885,4.181299094789631,1.0335310506245177,0.8237448191630314,15.910391100406224,26.013016788198,5.626769960059645,7.425220367932099,17.93224215817863,27.664172962476787,7.456709041879698,7.444466777229117,1.6139058677695663,2.6032437850828374,0.8120442030262064,0.5884575779631401,,,,,,,,,,,,,,,,,,,,,,,,,12.34062236891718,33.18683814191083,0.0,10.46712837933031,7.064409558171115,20.38381222313444,0.0,6.5828257444498055,2.3377618022703195,4.65169509117329,0.0,1.4225626556196727,-1.2740191059288082,-0.4043096678231189,-2.010391368832869,0.545044165284779,-0.21553190343243334,-0.0683989995727121,-0.340107519857631,0.09220772738170749,-92.60974826684799,-29.389682136402964,-146.13739913242694,39.619816301372076,293.1158143020427,302.9882213533178,283.16112876970834,7.193462375142423,293.1158143020427,302.9882213533178,283.16112876970834,7.193462375142423,0.0,0,0,0.0,0.006595451465948842,0.0196500982534837,0.0001503792379551,0.006609302504718178,0.006595451465948842,0.0196500982534837,0.0001503792379551,0.006609302504718178,0.0,0,0,0.0,282.4543344600717,289.58990070476784,276.425472545125,5.345312222825161,282.4543344600717,289.58990070476784,276.425472545125,5.345312222825161,0.0,0,0,0.0,609692627.9480966,871484192.5318911,329090441.8771459,208758180.09015748,609692627.9480966,871484192.5318911,329090441.8771459,208758180.09015748,0.0,0,0,0.0,-1.0793202178212626,2.448590824055292,-4.630402992675369,2.3903048783420195,-1.0793202178212626,2.448590824055292,-4.630402992675369,2.3903048783420195,0.0,0,0,0.0,0.03684923252926416,1.0228292708438949,-0.8319857472944195,0.5822022358799086,0.03684923252926416,1.0228292708438949,-0.8319857472944195,0.5822022358799086,0.0,0,0,0.0,,,,,,,,,,,,,,,,,0.1420176018506479,0.1495834447668789,0.11987598390843394,0.1219839528146145,0.1212354052674054,0.1244567194625941,18670.0,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304,21100.0
Gabes,2009,0.12944563593613817,0.1454497896548744,0.1209671577393709,0.009100418946870406,0.1333824024234719,0.1504359392406867,0.122891234129375,0.010789801126565437,0.003936766487333774,0.009078589612359,0.0,0.0024161017342810725,1.9166666666666667,2,1,0.28867513459481287,33.30503785308257,48.10512449043666,16.777816881613564,10.759676060019117,35.8827960272185,49.971618737202455,19.070867830888822,10.827180173112486,2.06612754219034,3.473499039138209,1.3238604260506637,0.6083097412911954,15.768644260395009,26.265046436182978,7.149802166005527,7.1212337819525375,17.751482520575163,27.43676475136104,8.479955584864594,6.921891158051615,1.459636370297668,2.168597388413436,0.5721759119600809,0.41872258564283493,,,,,,,,,,,,,,,,,,,,,,,,,21.81202616954427,127.6141854520223,0.230172892456212,34.8122319637498,8.619439057746291,26.051608653144037,0.230172892456212,7.498964824459827,2.8460460619038783,9.83920943089076,0.4795310775819686,2.4333024464475232,-1.16629965123139,-0.4597993428004188,-2.0232788374174384,0.5381076064061343,-0.19730848825789227,-0.0777864531933432,-0.3422877545350639,0.09103423655144598,-84.77951123465115,-33.42328320811571,-147.07420236862626,39.115590761425295,292.8716907848672,303.0909074607421,283.9202810927334,6.778430067137391,292.8716907848672,303.0909074607421,283.9202810927334,6.778430067137391,0.0,0,0,0.0,0.015102196292886142,0.0603861754033903,0.0002569062914977,0.021242815677186493,0.015102196292886142,0.0603861754033903,0.0002569062914977,0.021242815677186493,0.0,0,0,0.0,282.28503224707157,291.0514291843145,273.8640627138865,5.515439756434624,282.28503224707157,291.0514291843145,273.8640627138865,5.515439756434624,0.0,0,0,0.0,605067598.7129704,870955406.8397046,329728261.14630395,199812347.66445962,605067598.7129704,870955406.8397046,329728261.14630395,199812347.66445962,0.0,0,0,0.0,-0.1786778496866909,4.2299147835330775,-3.644824743724085,2.837963047429528,-0.1786778496866909,4.2299147835330775,-3.644824743724085,2.837963047429528,0.0,0,0,0.0,0.22105030850746069,2.162190223831703,-0.8843718889122756,0.9375075500286617,0.22105030850746069,2.162190223831703,-0.8843718889122756,0.9375075500286617,0.0,0,0,0.0,,,,,,,,,,,,,,,,,0.1443867633483231,0.1454497896548744,0.1231337029693544,0.1251807302478297,0.12214861388836054,0.122891234129375,21100.0,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304,21680.0
Gabes,2010,0.11738999306546327,0.1371105216779818,0.107714607176586,0.007558324197006471,0.12034434833240847,0.1419672907765992,0.1103451857745471,0.00859657688725173,0.0029543552669449003,0.0060159975656927,0.0,0.0015469123667768091,1.9166666666666667,2,1,0.28867513459481287,32.58710996962569,46.74737855964641,18.02612351954995,10.00764357737879,35.17789014531645,47.766963776641006,20.740221439743703,9.726632771323228,2.129063312131048,4.003200009506556,0.8333469075147913,0.8968575067593997,15.704631504124182,26.09651044345879,6.239413190559095,6.898609457121653,17.680727443144303,27.59989638210689,8.81438493291562,6.528359902824297,1.6369071477119572,2.8464261868546616,0.6566627621299175,0.7017375221399441,,,,,,,,,,,,,,,,,,,,,,,,,17.81266024568141,42.4175012355907,0.0006928216987884,13.99420320093924,9.095949735675285,24.477580966529995,0.0006928216987884,7.668242163994551,2.899956115912262,5.476810628325451,0.0027860022506527,1.6583875254146796,-2.95070075099961,-1.6151798920606966,-3.98833288339542,0.6622614296873727,-0.49918415380341585,-0.2732477047648666,-0.6747253427205787,0.11203793243457077,-214.48944720625173,-117.40907378336786,-289.9159852601783,48.140458808486365,293.5159802013243,302.30494817536885,285.28088862327195,6.187020871859756,293.5159802013243,302.30494817536885,285.28088862327195,6.187020871859756,0.0,0,0,0.0,0.009648608196970764,0.0283755163193147,3.254206421186284e-05,0.009710037785846216,0.009648608196970764,0.0283755163193147,3.254206421186284e-05,0.009710037785846216,0.0,0,0,0.0,282.1001122333412,289.79093287758246,274.3692335887624,5.675149421808993,282.1001122333412,289.79093287758246,274.3692335887624,5.675149421808993,0.0,0,0,0.0,603051995.2470671,858637116.0407608,337687762.135846,189294959.3796951,603051995.2470671,858637116.0407608,337687762.135846,189294959.3796951,0.0,0,0,0.0,-0.44849901890372995,3.267068196102016,-3.720989172656016,2.8687590975913158,-0.44849901890372995,3.267068196102016,-3.720989172656016,2.8687590975913158,0.0,0,0,0.0,0.34829009065180766,1.696855562392933,-0.9715615005118128,1.0156028613955153,0.34829009065180766,1.696855562392933,-0.9715615005118128,1.0156028613955153,0.0,0,0,0.0,,,,,,,,,,,,,,,,,0.1174315973785883,0.1184785062994782,0.11094935615700383,0.1141892616757744,0.1195901229942874,0.123471253642108,21680.0,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304,25850.0
Gabes,2011,0.12801390137054824,0.14934531664952,0.1125406915786779,0.01362192362896243,0.131769570969582,0.1538193538901233,0.1141454571634398,0.014633218141451182,0.0037556695990333417,0.0085935325235629,0.0,0.0023055468095583434,1.9166666666666667,2,1,0.28867513459481287,32.929688496594615,45.79742958892136,18.53063026849876,10.311403023014218,35.58584022950503,47.98210362747543,19.90040358666265,10.614623154983498,2.2796272247457705,4.263434312040281,1.0958114177300946,0.9000812046862893,15.769672176489722,25.737433219402583,6.631385091318104,7.019117551536443,17.497245731662083,26.49436407779468,7.614770168988303,7.028167330485757,1.391940258602073,2.6489507337106906,0.559508939033498,0.6512284452447,,,,,,,,,,,,,,,,,,,,,,,,,16.18492309027656,38.35895958492192,0.0,13.199608412430141,8.248949475706263,19.15988015365842,0.0,6.237326303281597,2.3489158263137013,4.769089578166485,0.0,1.4107842679675604,-3.375644315849723,-2.9309282088387567,-3.847970711121525,0.29686992750766755,-0.5710738883900389,-0.4958391383104812,-0.650979602943742,0.05022290501752614,-245.3790283634319,-213.0521609492476,-279.712915792867,21.579777827930627,292.7625593151479,302.38844711853227,284.27284059436687,6.7744969808193565,292.7625593151479,302.38844711853227,284.27284059436687,6.7744969808193565,0.0,0,0,0.0,0.009878510685049484,0.0419894102948096,0.0001783523450913,0.011999404870625154,0.009878510685049484,0.0419894102948096,0.0001783523450913,0.011999404870625154,0.0,0,0,0.0,283.01343297379805,288.9579775753483,276.33637947304004,4.8141230585350625,283.01343297379805,288.9579775753483,276.33637947304004,4.8141230585350625,0.0,0,0,0.0,600698787.0134364,871931767.7690686,323320735.80968696,201327303.77814034,600698787.0134364,871931767.7690686,323320735.80968696,201327303.77814034,0.0,0,0,0.0,-1.3121483187014058,1.8361501656277508,-3.879578316056568,2.024274752367586,-1.3121483187014058,1.8361501656277508,-3.879578316056568,2.024274752367586,0.0,0,0,0.0,-0.29584546547426294,0.7026701335857284,-1.0433155287791995,0.5036218013220582,-0.29584546547426294,0.7026701335857284,-1.0433155287791995,0.5036218013220582,0.0,0,0,0.0,,,,,,,,,,,,,,,,,0.13331641578216724,0.1413867752255103,0.1142453480986006,0.1160862756928376,0.13045547772212565,0.1384140731230187,25850.0,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304,26040.0
