governorate,year,month,NDVI_mean,NDVI_max,NDVI_std,image_count,LST_Day_C_mean,LST_Day_C_max,LST_Day_C_std,LST_Night_C_mean,LST_Night_C_max,LST_Night_C_std,ETa_mean,ETa_max,ETa_std,PET_mean,PET_max,PET_std,precip_total_mm,precip_max_daily_mm,rain_days,tws_anomaly_cm,tws_weighted_cm,tws_estimated_Mm3,temp_2m_K_mean,temp_2m_K_max,temp_2m_K_std,precip_m_mean,precip_m_max,precip_m_std,dewpoint_2m_K_mean,dewpoint_2m_K_max,dewpoint_2m_K_std,solar_rad_Jm2_mean,solar_rad_Jm2_max,solar_rad_Jm2_std,wind_u_ms_mean,wind_u_ms_max,wind_u_ms_std,wind_v_ms_mean,wind_v_ms_max,wind_v_ms_std,S2_NDVI_mean,S2_NDWI_mean,S2_NDVI_std,S2_NDWI_std,elevation_mean_m,elevation_std_m,elevation_min_m,elevation_max_m,clay_pct,sand_pct,soc_g_kg
Gabes,2014,5,0.1133466357386804,0.1169749881785177,0.0036283524398365,2,38.84873582163208,42.12375840379053,2.8104565507575305,18.77299724704844,20.09534064453124,1.2087303379936716,,,,,,,8.123451599744515,2.7519590419401747,5.0027095237575,-6.358665636163705,-1.0757258674340096,-462.2178907190452,295.27010204465165,295.27010204465165,0,0.0039383916436239,0.0039383916436239,0,283.2471794203946,283.2471794203946,0,827031344.1534778,827031344.1534778,0,-3.4699193983880243,-3.4699193983880243,0,-1.073401556628667,-1.073401556628667,0,,,,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2014,6,0.1118576300078384,0.115307684723916,0.0034500547160774,2,41.397701877178605,42.725847809885735,1.0523635293839022,21.8670893037361,23.25865720113653,0.9949616780417828,,,,,,,3.67498239537285,1.698185677380114,2.8744660162352917,-5.9811639664441625,-1.0118621050736658,-434.7769093080527,299.2455677039725,299.2455677039725,0,0.0086410146819846,0.0086410146819846,0,285.84689812842424,285.84689812842424,0,846243252.0052825,846243252.0052825,0,-3.998172159589001,-3.998172159589001,0,-1.039827424212886,-1.039827424212886,0,,,,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2014,7,0.1119029325314564,0.1146871125338175,0.0027841800023608,2,43.29281649758519,45.7580950449923,1.9264506618761397,24.291086905484228,25.26817611775039,0.7993296042933407,,,,,,,0.0231542453308367,0.0231542453308367,0.0391023610003386,-6.1761908878119565,-1.0448557418153406,-448.9536151432155,301.67645280462006,301.67645280462006,0,0.0001936331893077,0.0001936331893077,0,288.73037063746835,288.73037063746835,0,864026479.0214509,864026479.0214509,0,-4.231412224277001,-4.231412224277001,0,-0.5371629845248946,-0.5371629845248946,0,,,,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2014,8,0.1121937085922634,0.1144012690682353,0.0022075604759723,2,44.36389408839214,45.51602519601759,0.9469641174573646,25.704458078288567,26.35447339730704,0.5047641947277897,,,,,,,0.0190830510590134,0.0190830510590134,0.0124878453823378,-6.3712178091797504,-1.0778493785570151,-463.1303209783782,302.2458897318316,302.2458897318316,0,0.0003753519245821,0.0003753519245821,0,290.4117400873592,290.4117400873592,0,788942220.3036724,788942220.3036724,0,-4.081585868037191,-4.081585868037191,0,-0.7363220360639291,-0.7363220360639291,0,,,,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2014,9,0.110054422143721,0.1128113297431921,0.0027569075994711,2,40.03971033247541,43.604218070169786,3.1510165774978294,23.15286385209651,26.02192771792793,2.6554400421121964,,,,,,,10.089849301952327,5.949307457671294,2.0123895158911385,-6.588643584683186,-1.114632336545203,-478.9352223667429,302.0353136683533,302.0353136683533,0,0.0013837686307464,0.0013837686307464,0,288.5959384404252,288.5959384404252,0,622483730.2061962,622483730.2061962,0,-2.1574112019958664,-2.1574112019958664,0,-0.0177842298993605,-0.0177842298993605,0,,,,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2014,10,0.1124409623896645,0.1124409623896645,0.0,1,35.55867246353092,37.8729675338732,2.230981794024751,18.36111731266883,19.95414116146645,1.628029218481414,,,,,,,13.90561092630269,11.303737997853736,1.836478056135214,-6.62168079964779,-1.1202214001568016,-481.3367312193745,296.41135190821325,296.41135190821325,0,0.0097382027215245,0.0097382027215245,0,284.8626115145897,284.8626115145897,0,513949041.5706943,513949041.5706943,0,-0.1808649246110571,-0.1808649246110571,0,-0.2025634323658184,-0.2025634323658184,0,,,,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2014,11,0.1177093549742938,0.1241081150991866,0.0063987601248925,2,26.709098634529585,28.741149083189164,1.5098863466934875,12.730696102819104,13.894630864794944,0.9431421612217994,,,,,,,22.52384577794267,13.237787360869117,3.096603262354008,-6.3720055050305815,-1.077982636830196,-463.1875793931986,291.059886385933,291.059886385933,0,0.0155179367542255,0.0155179367542255,0,281.3954090326605,281.3954090326605,0,379877960.3787699,379877960.3787699,0,1.0875219129629805,1.0875219129629805,0,1.319562298220321,1.319562298220321,0,,,,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2014,12,0.1177286970260231,0.120859347949684,0.0031306509236611,2,19.25726658242737,21.57246132241846,2.184056631409032,7.280200589704526,8.861977991488072,1.5365731529100972,,,,,,,29.220036177403408,15.01633027265446,2.604212872422949,-7.050000843858149,-1.1926823499002674,-512.471752105147,284.8724249705426,284.8724249705426,0,0.0126455789897365,0.0126455789897365,0,277.5386098660996,277.5386098660996,0,333101667.60295534,333101667.60295534,0,3.2064836313341285,3.2064836313341285,0,0.6047453080378599,0.6047453080378599,0,,,,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2015,1,0.1166637518917382,0.1197392345869236,0.0030754826951846,2,17.248942357601468,18.94412148674189,1.2905330177785372,5.510254240388794,6.703698155663368,0.8302136687932783,,,,,,,28.78331592658935,15.697657822648326,2.6783096067912915,-7.727996182685717,-1.307382062970339,-561.7559248170952,282.81387477178225,282.81387477178225,0,0.0096600365811113,0.0096600365811113,0,275.4682180774972,275.4682180774972,0,381935543.70846266,381935543.70846266,0,3.474901343257212,3.474901343257212,0,1.0968396208886977,1.0968396208886977,0,,,,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2015,2,0.1199751181573667,0.129104185717934,0.0091290675605663,2,19.294938405959627,22.221475883108496,2.329261269612977,6.772400828919947,10.038573571578835,2.152772008268672,,,,,,,35.05615160628668,19.7347641849246,2.469468692982552,-7.318685829477253,-1.2381370735419377,-532.0027377594997,283.8796746709688,283.8796746709688,0,0.0437993339130889,0.0437993339130889,0,275.137269986248,275.137269986248,0,412289304.8590497,412289304.8590497,0,2.101724668730215,2.101724668730215,0,0.5786374112049284,0.5786374112049284,0,,,,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2015,3,0.1286058273472365,0.1359107467856044,0.0073049194383676,2,26.74132287368592,31.22112913405512,2.8005150705554427,11.17481325781116,14.697111500414447,2.5284921692210127,,,,,,,21.248305500604737,14.414927302349923,2.48845721028308,-6.977907494784545,-1.1804859733480295,-507.2312130281815,286.972830607082,286.972830607082,0,0.0307351090720329,0.0307351090720329,0,279.1479930663619,279.1479930663619,0,618597756.8403049,618597756.8403049,0,0.5906311861004663,0.5906311861004663,0,-0.3270555081848518,-0.3270555081848518,0,,,,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2015,4,0.133456820618874,0.1388180232444332,0.0053612026255585,2,32.96555291115783,34.64656502916802,1.3214956417188772,13.62365687373262,15.879399674803024,1.9285784250916855,,,,,,,2.304523285465696,1.6153503292686269,1.0492302985938882,-8.084788434986958,-1.3677423141710996,-587.6915175530381,291.5705477969539,291.5705477969539,0,0.0002068633581569,0.0002068633581569,0,279.66221053875466,279.66221053875466,0,772850340.0720277,772850340.0720277,0,-3.261087315736752,-3.261087315736752,0,-0.6036459118488424,-0.6036459118488424,0,,,,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2015,5,0.1218820217458451,0.1256830145334802,0.0038009927876354,2,41.74904318421283,45.12831218129856,2.8154141739290166,19.37014629074597,22.37575648379519,1.9580358722539135,,,,,,,4.80064817038876,3.342538211369611,1.5640835145145249,-8.08846732891343,-1.3683646902460018,-587.9589401049021,297.1720338195849,297.1720338195849,0,0.0002990780460549,0.0002990780460549,0,281.0785814730682,281.0785814730682,0,850705525.4978759,850705525.4978759,0,-2.310770567965024,-2.310770567965024,0,-0.7127405711059546,-0.7127405711059546,0,,,,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2015,6,0.1149116292413432,0.1170103301722642,0.0020987009309205,2,44.44050815192179,47.08338634808455,1.857255881533832,21.941667174832386,23.91807399822017,1.837323074052515,,,,,,,1.941563714081174,1.809789907512381,0.8389581444132462,-8.0921462228399,-1.368987066320904,-588.226362656766,299.15216466741407,299.15216466741407,0,0.0002882957245166,0.0002882957245166,0,285.96941013763865,285.96941013763865,0,850574990.2605561,850574990.2605561,0,-3.898983087143843,-3.898983087143843,0,-0.6430111426323072,-0.6430111426323072,0,,,,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2015,7,0.115882824990832,0.1180309570469255,0.0021481320560933,2,48.81712629457012,51.47422465164156,2.086864980224292,26.814843839223887,29.0935328783943,1.9833732349605229,,,,,,,0.0,0.0,0.0,-8.095825116766372,-1.3696094423958065,-588.49378520863,301.98654956694986,301.98654956694986,0,0.0003725805932711,0.0003725805932711,0,288.7279882928729,288.7279882928729,0,874245447.5716171,874245447.5716171,0,-3.707989830727551,-3.707989830727551,0,-0.2860631545794659,-0.2860631545794659,0,0.0752268051856852,-0.2888330629353298,0.0089196306986533,0.0156130489269787,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2015,8,0.1143437005966141,0.1173225610262722,0.002978860429658,2,45.54441875279579,47.384620162824966,1.30109528762336,25.95104359234254,27.76993973444986,1.3431482068072818,,,,,,,4.670100709357224,2.1504928867895905,3.46457406942062,-8.190891564234564,-1.385692287841394,-595.4042622396902,302.9560897024509,302.9560897024509,0,0.0021891565632046,0.0021891565632046,0,291.42070189995303,291.42070189995303,0,746067488.5645853,746067488.5645853,0,-3.438010905226026,-3.438010905226026,0,-0.4131387237273101,-0.4131387237273101,0,,,,,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2015,9,0.1133633502058236,0.1167352252969039,0.0033718750910796,2,39.90964489016862,42.94582849668463,2.2899076289026064,22.4218132252885,24.58027291547878,1.7961240773508858,,,,,,,20.053884820986884,10.73752197326464,2.8978028821466437,-8.522112179101478,-1.4417264628754347,-619.4810265683168,300.1223398749743,300.1223398749743,0,0.006904843189024,0.006904843189024,0,289.2859353478487,289.2859353478487,0,618591062.8424911,618591062.8424911,0,-3.0240482550048147,-3.0240482550048147,0,-0.1727527917707184,-0.1727527917707184,0,0.1065341244629698,-0.2851377268398689,0.0759141045145843,0.0666037558562488,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2015,10,0.1221992764889355,0.1221992764889355,0.0,1,34.129126175659586,37.52332416602375,2.524517007671751,17.26387740279061,19.38890975305518,1.8176903824324209,,,,,,,22.703835784148406,12.4833396774596,3.166865146565571,-8.97542852875644,-1.5184161571221677,-652.4330543922531,296.4471284420441,296.4471284420441,0,0.0038103241699649,0.0038103241699649,0,285.8487403087289,285.8487403087289,0,492183459.5623351,492183459.5623351,0,-0.1240790121987353,-0.1240790121987353,0,-0.0729560118720722,-0.0729560118720722,0,0.0734373075729192,-0.285652367379719,0.0061561322355763,0.0115496064472346,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2015,11,0.1313843302027557,0.1390744315151613,0.0076901013124066,2,25.489604314588235,30.260571342328323,3.600321858590691,12.255850356521805,15.399202352604044,3.0967387933848904,,,,,,,32.301083841759784,19.69683830295688,2.27063553627812,-9.428744878411402,-1.5951058513689007,-685.3850822161893,289.2701302041881,289.2701302041881,0,0.0162873270047251,0.0162873270047251,0,283.05798930614253,283.05798930614253,0,367495558.7113538,367495558.7113538,0,0.2095345825679397,0.2095345825679397,0,-0.5456687771032014,-0.5456687771032014,0,0.0887902937986663,-0.2734143772493634,0.0183017908433933,0.0299438267113897,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2015,12,0.1419521280353509,0.1463027842945002,0.0043506562591488,2,20.944679343804232,22.64285721690421,1.137906170174352,7.954920694932567,9.396709547141633,1.081362991526849,,,,,,,14.213849723081854,8.197166544220282,2.120125861748736,-9.882061228066364,-1.6717955456156337,-718.3371100401256,285.1905807952323,285.1905807952323,0,0.0013114400643171,0.0013114400643171,0,279.23727631417114,279.23727631417114,0,331846776.77924114,331846776.77924114,0,0.8461951761109137,0.8461951761109137,0,0.2088317143724199,0.2088317143724199,0,0.0879008536855191,-0.2758125107511705,0.0159989845668151,0.0283422753889037,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2016,1,0.1393902230439933,0.1435887159940998,0.0041984929501063,2,20.55906495838773,22.72748877861209,1.9565879113395868,7.753718583925111,9.596227387896038,1.5787842655736513,,,,,,,18.75635132141632,11.58512829463351,2.295611227042796,-9.43512458620962,-1.5961851370394953,-685.8488296831304,285.28470859747085,285.28470859747085,0,0.0045437784462358,0.0045437784462358,0,275.7251544124225,275.7251544124225,0,377204452.7446906,377204452.7446906,0,2.958771970346601,2.958771970346601,0,1.2696019805517291,1.2696019805517291,0,0.0911330610617304,-0.2813533387262026,0.0303659178895689,0.037726256421209,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2016,2,0.1411567808786771,0.1470931316189567,0.0059363507402791,2,23.190074264789416,25.202036959037724,1.982940326829374,9.012898867618103,11.133764645517378,1.5781194461565176,,,,,,,16.105630231950904,6.95620607357776,3.619683379038337,-10.074520498029829,-1.7043548004928994,-732.3271706757889,287.1769714623406,287.1769714623406,0,0.00489668336163,0.00489668336163,0,275.3006776967076,275.3006776967076,0,472955193.9458898,472955193.9458898,0,2.4926620676414863,2.4926620676414863,0,1.127782021995648,1.127782021995648,0,0.0904298099338785,-0.2751475656049406,0.0166200639274798,0.0263224805401209,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2016,3,0.1249507597069925,0.1296117959910053,0.0046610362840131,2,31.31473268378147,35.68495587451905,3.1006822998584105,11.89546018688596,15.226562929717586,2.6845722269669863,,,,,,,8.17018827444231,5.671669776045894,1.722962121294891,-9.622032541672008,-1.62780524950092,-699.4353596055554,289.1710977030275,289.1710977030275,0,0.0030387336337606,0.0030387336337606,0,274.4965778755031,274.4965778755031,0,655298238.9735624,655298238.9735624,0,1.807147681766336,1.807147681766336,0,1.1093601711518268,1.1093601711518268,0,0.1133289413539047,-0.2987125338870314,0.0559851478739197,0.0503241862041605,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2016,4,0.1124748084118265,0.1159852239266303,0.003510415514803,2,36.378916049862426,38.659017165402254,1.8621264752074704,15.444609558132528,16.661944496107978,0.9646951299406742,,,,,,,13.88819251366464,5.517619642786619,4.002676747260434,-9.65638828613308,-1.6336173750515297,-701.9327137121412,293.61719820011297,293.61719820011297,0,0.0041694818758796,0.0041694818758796,0,281.86862272592435,281.86862272592435,0,739295057.4354854,739295057.4354854,0,-3.02925949093446,-3.02925949093446,0,-0.9992151809936788,-0.9992151809936788,0,0.1337795866437768,-0.3092579241472584,0.0229180877400835,0.0206626116228119,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2016,5,0.1138617331118877,0.1174129237144368,0.0035511906025484,2,38.88578953634533,42.38192922500222,3.184487791535531,19.16403097516851,21.654991639221933,1.8301809541654492,,,,,,,13.27478699321276,4.60712015547674,5.119470331807406,-9.690744030594155,-1.639429500602139,-704.4300678187271,296.5886588506415,296.5886588506415,0,0.0047238075795556,0.0047238075795556,0,283.15291579017634,283.15291579017634,0,825329823.8631544,825329823.8631544,0,-2.697296038175125,-2.697296038175125,0,-0.7089270404630332,-0.7089270404630332,0,0.0931377545779201,-0.2697876882702518,0.0424463023940035,0.0433008404644953,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2016,6,0.1099582900134416,0.1121204271377544,0.0021621371243132,2,42.75698582086975,46.78190930200242,2.9699400109680423,22.720982782329187,24.96106182968413,1.762956546923674,,,,,,,0.7424922264434083,0.6868024142054778,0.4052595352292716,-10.056063852965629,-1.701232401603313,-730.9855383209114,300.30320071758945,300.30320071758945,0,0.000836227462625,0.000836227462625,0,285.68073172117096,285.68073172117096,0,843685312.725845,843685312.725845,0,-3.77679507683701,-3.77679507683701,0,-0.6729365244249125,-0.6729365244249125,0,0.0874968123633089,-0.2704744226753213,0.0497499784413573,0.0512146086821045,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2016,7,0.1097965397817759,0.1118806618065109,0.0020841220247352,2,45.95369361266184,48.76939751001708,1.7025345977119943,25.4010941119999,26.935257293738804,0.9804145795779612,,,,,,,0.0,0.0,0.0,-10.417789187282764,-1.7624272058745312,-757.2797218201686,301.76732766152867,301.76732766152867,0,0.0002670418435358,0.0002670418435358,0,287.81686618743333,287.81686618743333,0,876879748.3216614,876879748.3216614,0,-3.588083497945976,-3.588083497945976,0,-0.8888319862540423,-0.8888319862540423,0,0.0777329419312556,-0.2778565934126972,0.0113927299661174,0.0159597296916544,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2016,8,0.111889333721075,0.1134876602914067,0.0015983265703316,2,45.41851960002401,46.68196227610027,0.9602267438057248,25.660699667964565,26.32611983244469,0.5524565670115944,,,,,,,0.0,0.0,0.0,-10.700067393199022,-1.81018155958516,-777.7988125225515,301.6246478850016,301.6246478850016,0,0.0006160592396052,0.0006160592396052,0,288.5670537632602,288.5670537632602,0,774754820.6766607,774754820.6766607,0,-3.1394513652676985,-3.1394513652676985,0,-0.3520266400007352,-0.3520266400007352,0,0.0809625088487357,-0.2625045494677401,0.0397721988092849,0.041149109618989,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2016,9,0.1107964752213208,0.1146811684823148,0.0038846932609944,2,38.43942149253507,43.086396158441445,3.3218173494432697,22.48587308387034,24.874752005693683,1.7925190490064484,,,,,,,19.83913482568924,10.350264280159571,2.5811819204842186,-10.818838936862132,-1.8302747094917744,-786.4324371744257,299.6425028962744,299.6425028962744,0,0.0116261177013055,0.0116261177013055,0,289.6910029766044,289.6910029766044,0,600516642.3578377,600516642.3578377,0,-2.7248594390442187,-2.7248594390442187,0,-0.9516271861595732,-0.9516271861595732,0,0.0766192651810374,-0.2831333538059817,0.0116227067239918,0.0136153907245741,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
Gabes,2016,10,0.1199180391372149,0.1250895695428339,0.0051715304056184,2,33.57026408210675,36.494045597273946,2.5883467052512064,18.416678439741368,20.46841950503395,1.942424035794723,,,,,,,7.264501166546348,4.643920748601783,1.8146926110850112,-10.937610480525244,-1.8503678593983888,-795.0660618262999,297.4081205240598,297.4081205240598,0,0.0050945735726023,0.0050945735726023,0,287.62580803937414,287.62580803937414,0,501634732.57526994,501634732.57526994,0,-2.127929319539653,-2.127929319539653,0,-0.6540026259493464,-0.6540026259493464,0,0.0615942218290824,-0.2762141320803366,0.0120243051921821,0.0149382678298447,146.43103634761323,123.10224778058692,-34,694,197.9071184520691,523.5692819257692,92.85298446411304
